rule_id,rule_family,base_rule_id,flip_policy,currency,closed_adr,final_open_unrealized_adr,flip_loss_adr,pair_count,mtm_adr,content_hash
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,GBP,3282.289343,-54.181732,-1317.456852,7,3228.107611,0BE5A8CB464D6F75C160842078AAA11F7DCE7D36379FC86B1E43073E5EDDF0FF
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,CAD,3423.347019,-82.443422,-1567.683285,7,3340.903597,1A84807A2E9950033E38F32CADB25B4DBA0209C25BF2971566741EC8F740272E
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,JPY,3781.62328,-38.316509,-1107.526258,7,3743.306771,531E6D6E10A5BB7401901703D90DA5122330B10A21E16B0C2F31A71BBD791884
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,CHF,3949.222563,-35.117408,-824.153464,7,3914.105155,5A1AF12AE2AED245225972B4B267C55B56D87C8511D351B7B326954F36F130A0
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,EUR,4056.837846,-36.626481,-549.327774,7,4020.211365,722EB0BF3FC38DE2528E41AA6B42BEE37D73D5D275C9BD47610511181A0F0D3C
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,AUD,3269.210389,-2108.796013,-2394.185728,7,1160.414376,3F85E61F41544FEA1037EEDB7945E5492684267A59412B30A1F38C82A637FB2B
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,NZD,4268.990106,-2132.245135,-1618.055408,7,2136.744971,0509FF87843625A1582D7C206AE07F9E986FF850B78B9D9D881B60455A21D487
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,USD,3228.119579,-163.510462,-2209.325457,7,3064.609117,E1FA534D125C56CF79308EA4FFE45AE7F4FAAF3A9E482DB30B2C9B41F7BD201E
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,CAD,3733.056048,-92.230195,-2083.549464,7,3640.825853,CDFD4B2CB5C2C4ABBE8CE1F81B4C85EA9AC67BCC821B45C058B762A34BBA3305
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,GBP,3921.345465,-62.174184,-1475.58463,7,3859.171281,CCFAA0981277CE97325D7D015710FF0F60C02E5C63417C226DB64564B53460FA
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,JPY,4391.788107,-39.484238,-1294.736081,7,4352.303869,7DC4F34C0A8FCAB7977356BF0ABEBB334E3F596EB86F335C286046582A17B669
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,CHF,4678.496241,-42.762164,-890.420401,7,4635.734077,0AB60326BEE0607AA057F2F26A2D82E1CE905FEB5C8961A7F135343C4133D069
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,EUR,4757.162615,-60.966631,-628.707809,7,4696.195984,B3787AEC126E0C8E207B761DB4675551F5097413D604771446C2C086CB78121A
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,AUD,3214.097986,-2108.796013,-33.865098,7,1105.301973,58175A1E674C55818B7CAB8C2ACF03D7D0893AD46E3A4F7204E458952D5715C8
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,NZD,4269.935459,-2132.245135,-28.481532,7,2137.690324,487F6703F9C15E7CB409CAA12E9193B1C1E912400ACAB15148D2F6DA1ACA53C6
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,USD,3204.361403,-163.510462,-33.512635,7,3040.850941,ECD25DB517CD0CE89FAD5CACD3B67F2E277F2C4650A721D903C15378A3932D29
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,close_small_loss_warehouse_large_loss,CAD,3716.370608,-92.230195,-46.802473,7,3624.140413,27C3AC40FFE474A9B3A50662BC27FAE54B745A4C2F87F526AEF77D544607169A
