"signal_adr_brick","david_ma_period","activation_rule_id","pair","side","fill_count","max_add_depth","max_fill_age_days","side_exit_distance_to_ma_adr","price_pnl_adr","liquidation_price_pnl_usd","liquidation_swap_usd","liquidation_net_usd","net_profit_usd","end_liquidation_positions","max_open_positions"
"0.025","100","stoch_contra","AUDUSD","LONG","2","1","0.042361","0.100338","0.084023","0.479997","-0.006814","0.353183","1225.63","95","134"
"0.025","100","stoch_contra","NZDJPY","LONG","1","0","0.013889","0.18007","0.146962","0.692578","-0.001274","0.631305","1225.63","95","134"
"0.05","25","candidate_b","GBPNZD","SHORT","16","15","7.006944","0.060515","-22.963527","-225.045109","0.500333","-225.504775","1398.69","80","110"
"0.05","25","candidate_b","NZDUSD","LONG","10","9","2.461806","0.073075","-7.725156","-44.010012","-1.284564","-45.894577","1398.69","80","110"
"0.05","25","candidate_b","NZDJPY","LONG","11","10","2.476389","0.030372","-8.235704","-39.270951","-1.515088","-41.446039","1398.69","80","110"
"0.05","25","candidate_b","USDCHF","SHORT","7","6","0.1125","0.039629","-3.318504","-21.155504","0.005715","-21.569789","1398.69","80","110"
"0.05","25","candidate_b","EURUSD","LONG","7","6","0.103472","0.096644","-3.535197","-18.030011","-0.043685","-18.493695","1398.69","80","110"
"0.05","25","candidate_b","CHFJPY","LONG","7","6","0.131944","0.003265","-2.206709","-14.32573","-0.057504","-14.803234","1398.69","80","110"
"0.05","25","candidate_b","GBPCHF","SHORT","5","4","0.28125","-0.044212","-1.589117","-8.537773","0.009194","-8.828578","1398.69","80","110"
"0.05","25","candidate_b","USDCAD","SHORT","4","3","0.0875","0.161452","-1.010244","-3.736354","0.002257","-3.974097","1398.69","80","110"
"0.05","25","candidate_b","USDJPY","SHORT","2","1","0.036806","0.159948","-0.267895","-0.761211","0.000486","-0.880725","1398.69","80","110"
"0.05","25","candidate_b","EURJPY","LONG","4","3","0.05625","-0.050244","-0.085593","-0.32445","-0.014965","-0.579415","1398.69","80","110"
"0.05","25","candidate_b","EURGBP","LONG","2","1","0.048611","0.055336","-0.104788","-0.361429","-0.008788","-0.490217","1398.69","80","110"
"0.05","25","candidate_b","EURAUD","LONG","1","0","0.009722","0.14634","-0.047205","-0.304489","-0.000892","-0.36538","1398.69","80","110"
"0.05","25","candidate_b","AUDJPY","SHORT","1","0","0","0.112377","0","0","0","-0.06","1398.69","80","110"
"0.05","25","candidate_b","EURCHF","LONG","1","0","0.007639","0.0865","0.003033","0.012593","-0.0007","-0.048107","1398.69","80","110"
"0.05","25","candidate_b","AUDNZD","SHORT","1","0","0.027083","0.062647","0.038967","0.168931","0.000271","0.109202","1398.69","80","110"
"0.05","25","candidate_b","GBPAUD","LONG","1","0","0.003472","0.082045","0.039047","0.297414","-0.000318","0.237096","1398.69","80","110"
"0.05","25","david_contra","GBPNZD","SHORT","9","8","2.472917","0.060515","-5.949489","-58.718057","0.132069","-59.125988","1664.13","89","102"
"0.05","25","david_contra","EURNZD","SHORT","9","8","2.476389","0.005601","-6.76026","-54.238456","0.158014","-54.620442","1664.13","89","102"
"0.05","25","david_contra","NZDUSD","LONG","10","9","2.461806","0.073075","-7.725156","-44.010012","-1.284564","-45.894577","1664.13","89","102"
"0.05","25","david_contra","NZDJPY","LONG","11","10","2.476389","0.030372","-8.235704","-39.270951","-1.515088","-41.446039","1664.13","89","102"
"0.05","25","david_contra","GBPCHF","SHORT","5","4","0.28125","-0.044212","-1.589117","-8.537773","0.009194","-8.828578","1664.13","89","102"
"0.05","25","david_contra","AUDUSD","LONG","5","4","0.099306","0.001171","-1.392426","-8.010011","-0.030248","-8.340259","1664.13","89","102"
"0.05","25","david_contra","EURUSD","LONG","5","4","0.067361","0.096644","-1.179599","-6.010005","-0.019423","-6.329428","1664.13","89","102"
"0.05","25","david_contra","AUDJPY","LONG","6","5","0.102778","-0.112377","-0.741132","-3.662561","-0.03547","-4.058031","1664.13","89","102"
"0.05","25","david_contra","USDCAD","SHORT","4","3","0.0875","0.161452","-1.010244","-3.736354","0.002257","-3.974097","1664.13","89","102"
"0.05","25","david_contra","NZDCAD","LONG","4","3","0.103472","0.036366","-0.358608","-1.753207","-0.023944","-2.017151","1664.13","89","102"
"0.05","25","david_contra","GBPAUD","SHORT","3","2","0.072222","-0.082045","-0.180882","-1.373755","0.001792","-1.551963","1664.13","89","102"
"0.05","25","david_contra","USDCHF","SHORT","2","1","0.056944","0.039629","-0.200746","-1.284441","0.000889","-1.403552","1664.13","89","102"
"0.05","25","david_contra","GBPUSD","LONG","2","1","0.038194","0.104692","-0.166354","-1.100002","-0.00605","-1.226052","1664.13","89","102"
"0.05","25","david_contra","USDJPY","SHORT","2","1","0.036806","0.159948","-0.267895","-0.761211","0.000486","-0.880725","1664.13","89","102"
"0.05","25","david_contra","EURJPY","LONG","4","3","0.05625","-0.050244","-0.085593","-0.32445","-0.014965","-0.579415","1664.13","89","102"
"0.05","25","david_contra","EURGBP","LONG","2","1","0.048611","0.055336","-0.104788","-0.361429","-0.008788","-0.490217","1664.13","89","102"
"0.05","25","david_contra","AUDCAD","LONG","3","2","0.084028","-0.092734","-0.0614","-0.287415","-0.016684","-0.484099","1664.13","89","102"
"0.05","25","david_contra","AUDNZD","SHORT","1","0","0.027083","0.062647","0.038967","0.168931","0.000271","0.109202","1664.13","89","102"
"0.05","25","david_contra","NZDCHF","LONG","2","1","0.060417","0.036885","0.070887","0.277039","-0.008597","0.148442","1664.13","89","102"
"0.05","25","david_stoch_confirm","GBPNZD","SHORT","9","8","2.472917","0.060515","-5.949489","-58.718057","0.132069","-59.125988","608.27","63","92"
"0.05","25","david_stoch_confirm","EURNZD","SHORT","9","8","2.476389","0.005601","-6.76026","-54.238456","0.158014","-54.620442","608.27","63","92"
"0.05","25","david_stoch_confirm","NZDUSD","LONG","10","9","2.461806","0.073075","-7.725156","-44.010012","-1.284564","-45.894577","608.27","63","92"
"0.05","25","david_stoch_confirm","AUDUSD","LONG","5","4","0.099306","0.001171","-1.392426","-8.010011","-0.030248","-8.340259","608.27","63","92"
"0.05","25","david_stoch_confirm","AUDJPY","LONG","6","5","0.102778","-0.112377","-0.741132","-3.662561","-0.03547","-4.058031","608.27","63","92"
"0.05","25","david_stoch_confirm","NZDJPY","LONG","4","3","0.103472","0.030372","-0.5439","-2.576879","-0.027892","-2.844771","608.27","63","92"
"0.05","25","david_stoch_confirm","NZDCAD","LONG","4","3","0.103472","0.036366","-0.358608","-1.753207","-0.023944","-2.017151","608.27","63","92"
"0.05","25","david_stoch_confirm","GBPAUD","SHORT","3","2","0.072222","-0.082045","-0.180882","-1.373755","0.001792","-1.551963","608.27","63","92"
"0.05","25","david_stoch_confirm","USDJPY","SHORT","2","1","0.036806","0.159948","-0.267895","-0.761211","0.000486","-0.880725","608.27","63","92"
"0.05","25","david_stoch_confirm","AUDCAD","LONG","3","2","0.084028","-0.092734","-0.0614","-0.287415","-0.016684","-0.484099","608.27","63","92"
"0.05","25","david_stoch_confirm","GBPUSD","LONG","2","1","0.036111","0.104692","-0.040747","-0.270006","-0.005477","-0.395483","608.27","63","92"
"0.05","25","david_stoch_confirm","USDCHF","SHORT","1","0","0.01875","0.039629","0.001965","0.012591","0.000188","-0.047221","608.27","63","92"
"0.05","25","david_stoch_confirm","EURUSD","LONG","2","1","0.032639","0.096644","0.027663","0.140001","-0.004012","0.015989","608.27","63","92"
"0.05","25","david_stoch_confirm","AUDNZD","SHORT","1","0","0.027083","0.062647","0.038967","0.168931","0.000271","0.109202","608.27","63","92"
"0.05","25","david_stoch_confirm","NZDCHF","LONG","2","1","0.060417","0.036885","0.070887","0.277039","-0.008597","0.148442","608.27","63","92"
"0.05","25","raw_both","GBPNZD","SHORT","16","15","7.006944","0.060515","-22.963527","-225.045109","0.500333","-225.504775","2609.15","153","182"
"0.05","25","raw_both","EURNZD","SHORT","14","13","4.547917","0.005601","-17.447508","-139.344637","0.394597","-139.79004","2609.15","153","182"
"0.05","25","raw_both","NZDUSD","LONG","10","9","2.461806","0.073075","-7.725156","-44.010012","-1.284564","-45.894577","2609.15","153","182"
"0.05","25","raw_both","NZDJPY","LONG","11","10","2.476389","0.030372","-8.235704","-39.270951","-1.515088","-41.446039","2609.15","153","182"
"0.05","25","raw_both","EURCHF","SHORT","12","11","4.538889","-0.0865","-8.684186","-35.876209","0.386736","-36.209473","2609.15","153","182"
"0.05","25","raw_both","GBPUSD","LONG","7","6","0.105556","0.104692","-3.671549","-24.350013","-0.051518","-24.821531","2609.15","153","182"
"0.05","25","raw_both","EURAUD","SHORT","8","7","2.11875","-0.14634","-3.724105","-23.891964","0.106708","-24.265256","2609.15","153","182"
"0.05","25","raw_both","USDCHF","SHORT","7","6","0.1125","0.039629","-3.318504","-21.155504","0.005715","-21.569789","2609.15","153","182"
"0.05","25","raw_both","NZDCHF","LONG","8","7","2.4375","0.036885","-4.381488","-17.289572","-1.231391","-19.000963","2609.15","153","182"
"0.05","25","raw_both","EURUSD","LONG","7","6","0.103472","0.096644","-3.535197","-18.030011","-0.043685","-18.493695","2609.15","153","182"
"0.05","25","raw_both","CHFJPY","LONG","7","6","0.131944","0.003265","-2.206709","-14.32573","-0.057504","-14.803234","2609.15","153","182"
"0.05","25","raw_both","GBPCHF","SHORT","5","4","0.28125","-0.044212","-1.589117","-8.537773","0.009194","-8.828578","2609.15","153","182"
"0.05","25","raw_both","AUDUSD","LONG","5","4","0.099306","0.001171","-1.392426","-8.010011","-0.030248","-8.340259","2609.15","153","182"
"0.05","25","raw_both","AUDJPY","LONG","6","5","0.102778","-0.112377","-0.741132","-3.662561","-0.03547","-4.058031","2609.15","153","182"
"0.05","25","raw_both","USDCAD","SHORT","4","3","0.0875","0.161452","-1.010244","-3.736354","0.002257","-3.974097","2609.15","153","182"
"0.05","25","raw_both","AUDCAD","LONG","5","4","0.103472","-0.092734","-0.601233","-2.802273","-0.030821","-3.133095","2609.15","153","182"
"0.05","25","raw_both","NZDCAD","LONG","4","3","0.103472","0.036366","-0.358608","-1.753207","-0.023944","-2.017151","2609.15","153","182"
"0.05","25","raw_both","GBPAUD","SHORT","3","2","0.072222","-0.082045","-0.180882","-1.373755","0.001792","-1.551963","2609.15","153","182"
"0.05","25","raw_both","USDJPY","SHORT","2","1","0.036806","0.159948","-0.267895","-0.761211","0.000486","-0.880725","2609.15","153","182"
"0.05","25","raw_both","EURJPY","LONG","4","3","0.05625","-0.050244","-0.085593","-0.32445","-0.014965","-0.579415","2609.15","153","182"
"0.05","25","raw_both","EURGBP","LONG","2","1","0.048611","0.055336","-0.104788","-0.361429","-0.008788","-0.490217","2609.15","153","182"
"0.05","25","raw_both","EURAUD","LONG","1","0","0.009722","0.14634","-0.047205","-0.304489","-0.000892","-0.36538","2609.15","153","182"
"0.05","25","raw_both","AUDJPY","SHORT","1","0","0","0.112377","0","0","0","-0.06","2609.15","153","182"
"0.05","25","raw_both","EURCHF","LONG","1","0","0.007639","0.0865","0.003033","0.012593","-0.0007","-0.048107","2609.15","153","182"
"0.05","25","raw_both","AUDNZD","SHORT","1","0","0.027083","0.062647","0.038967","0.168931","0.000271","0.109202","2609.15","153","182"
"0.05","25","raw_both","GBPAUD","LONG","1","0","0.003472","0.082045","0.039047","0.297414","-0.000318","0.237096","2609.15","153","182"
"0.05","25","raw_both","GBPCHF","LONG","1","0","0.001389","0.044212","0.07249","0.390373","-0.000127","0.330246","2609.15","153","182"
"0.05","25","stoch_contra","GBPNZD","SHORT","9","8","2.472917","0.060515","-5.949489","-58.718057","0.132069","-59.125988","894.09","63","102"
"0.05","25","stoch_contra","EURNZD","SHORT","9","8","2.476389","0.005601","-6.76026","-54.238456","0.158014","-54.620442","894.09","63","102"
"0.05","25","stoch_contra","NZDUSD","LONG","10","9","2.461806","0.073075","-7.725156","-44.010012","-1.284564","-45.894577","894.09","63","102"
"0.05","25","stoch_contra","AUDUSD","LONG","5","4","0.099306","0.001171","-1.392426","-8.010011","-0.030248","-8.340259","894.09","63","102"
"0.05","25","stoch_contra","AUDJPY","LONG","6","5","0.102778","-0.112377","-0.741132","-3.662561","-0.03547","-4.058031","894.09","63","102"
"0.05","25","stoch_contra","NZDJPY","LONG","4","3","0.103472","0.030372","-0.5439","-2.576879","-0.027892","-2.844771","894.09","63","102"
"0.05","25","stoch_contra","NZDCAD","LONG","4","3","0.103472","0.036366","-0.358608","-1.753207","-0.023944","-2.017151","894.09","63","102"
"0.05","25","stoch_contra","GBPAUD","SHORT","3","2","0.072222","-0.082045","-0.180882","-1.373755","0.001792","-1.551963","894.09","63","102"
"0.05","25","stoch_contra","USDJPY","SHORT","2","1","0.036806","0.159948","-0.267895","-0.761211","0.000486","-0.880725","894.09","63","102"
"0.05","25","stoch_contra","AUDCAD","LONG","3","2","0.084028","-0.092734","-0.0614","-0.287415","-0.016684","-0.484099","894.09","63","102"
"0.05","25","stoch_contra","GBPUSD","LONG","2","1","0.036111","0.104692","-0.040747","-0.270006","-0.005477","-0.395483","894.09","63","102"
"0.05","25","stoch_contra","USDCHF","SHORT","1","0","0.01875","0.039629","0.001965","0.012591","0.000188","-0.047221","894.09","63","102"
"0.05","25","stoch_contra","EURUSD","LONG","2","1","0.032639","0.096644","0.027663","0.140001","-0.004012","0.015989","894.09","63","102"
"0.05","25","stoch_contra","AUDNZD","SHORT","1","0","0.027083","0.062647","0.038967","0.168931","0.000271","0.109202","894.09","63","102"
"0.05","25","stoch_contra","NZDCHF","LONG","2","1","0.060417","0.036885","0.070887","0.277039","-0.008597","0.148442","894.09","63","102"
"0.05","50","candidate_b","GBPNZD","SHORT","16","15","7.002083","0.218784","-21.192249","-207.785021","0.458812","-208.286208","1050.53","99","121"
"0.05","50","candidate_b","GBPCHF","SHORT","14","13","4.623611","0.008541","-16.398006","-87.719838","0.468014","-88.091824","1050.53","99","121"
"0.05","50","candidate_b","NZDUSD","LONG","10","9","2.472222","0.316991","-7.834387","-44.630016","-1.287684","-46.517701","1050.53","99","121"
"0.05","50","candidate_b","AUDNZD","SHORT","11","10","4.611806","0.069528","-9.940659","-42.733659","0.385326","-43.008333","1050.53","99","121"
"0.05","50","candidate_b","NZDJPY","LONG","11","10","2.475694","0.28118","-7.993472","-38.116659","-1.499104","-40.275763","1050.53","99","121"
"0.05","50","candidate_b","EURUSD","LONG","7","6","0.103472","0.275944","-3.535197","-18.030011","-0.043685","-18.493695","1050.53","99","121"
"0.05","50","candidate_b","CHFJPY","LONG","6","5","0.126389","0.10553","-2.067065","-13.414776","-0.054574","-13.82935","1050.53","99","121"
"0.05","50","candidate_b","USDCHF","SHORT","5","4","0.103472","0.151776","-1.463693","-9.343686","0.003556","-9.64013","1050.53","99","121"
"0.05","50","candidate_b","EURJPY","LONG","6","5","0.103472","0.117788","-1.370452","-5.172481","-0.042984","-5.575466","1050.53","99","121"
"0.05","50","candidate_b","USDCAD","SHORT","4","3","0.0875","0.331193","-1.010244","-3.736354","0.002257","-3.974097","1050.53","99","121"
"0.05","50","candidate_b","EURCAD","LONG","3","2","0.068056","0.059162","-0.358422","-1.444253","-0.015283","-1.639536","1050.53","99","121"
"0.05","50","candidate_b","USDJPY","SHORT","2","1","0.038889","0.273869","-0.463419","-1.316519","0.000681","-1.435839","1050.53","99","121"
"0.05","50","candidate_b","EURGBP","LONG","2","1","0.05","0.143857","-0.13971","-0.481906","-0.008915","-0.610821","1050.53","99","121"
"0.05","50","candidate_b","EURCHF","LONG","1","0","0.01875","0.117997","-0.021229","-0.088146","-0.001719","-0.149865","1050.53","99","121"
"0.05","50","candidate_b","CADJPY","LONG","1","0","0.001389","0.040224","0.063516","0.149747","-0.000127","0.089619","1050.53","99","121"
"0.05","50","david_contra","GBPNZD","SHORT","9","8","2.461806","0.218784","-5.680487","-56.067593","0.131437","-56.476155","1546.45","99","109"
"0.05","50","david_contra","EURNZD","SHORT","9","8","2.474306","0.115759","-6.436549","-51.646253","0.1575","-52.028753","1546.45","99","109"
"0.05","50","david_contra","NZDUSD","LONG","10","9","2.472222","0.316991","-7.834387","-44.630016","-1.287684","-46.517701","1546.45","99","109"
"0.05","50","david_contra","NZDJPY","LONG","11","10","2.475694","0.28118","-7.993472","-38.116659","-1.499104","-40.275763","1546.45","99","109"
"0.05","50","david_contra","GBPCHF","SHORT","5","4","0.265972","0.008541","-1.410645","-7.580731","0.008347","-7.872384","1546.45","99","109"
"0.05","50","david_contra","AUDUSD","LONG","5","4","0.089583","0.215139","-1.274293","-7.33001","-0.029102","-7.659112","1546.45","99","109"
"0.05","50","david_contra","EURUSD","LONG","5","4","0.084722","0.275944","-1.368205","-6.970011","-0.021779","-7.29179","1546.45","99","109"
"0.05","50","david_contra","USDCHF","SHORT","4","3","0.097917","0.151776","-0.749103","-4.785175","0.002507","-5.022668","1546.45","99","109"
"0.05","50","david_contra","USDCAD","SHORT","4","3","0.0875","0.331193","-1.010244","-3.736354","0.002257","-3.974097","1546.45","99","109"
"0.05","50","david_contra","GBPUSD","LONG","2","1","0.082639","0.217614","-0.347792","-2.300002","-0.010635","-2.430637","1546.45","99","109"
"0.05","50","david_contra","AUDJPY","LONG","5","4","0.098611","0.134615","-0.40802","-2.015344","-0.03184","-2.347184","1546.45","99","109"
"0.05","50","david_contra","NZDCAD","LONG","4","3","0.103472","0.223331","-0.358608","-1.753207","-0.023944","-2.017151","1546.45","99","109"
"0.05","50","david_contra","EURCAD","LONG","3","2","0.068056","0.059162","-0.358422","-1.444253","-0.015283","-1.639536","1546.45","99","109"
"0.05","50","david_contra","USDJPY","SHORT","2","1","0.038889","0.273869","-0.463419","-1.316519","0.000681","-1.435839","1546.45","99","109"
"0.05","50","david_contra","EURJPY","LONG","3","2","0.08125","0.117788","-0.210259","-0.792404","-0.01522","-0.987624","1546.45","99","109"
"0.05","50","david_contra","EURGBP","LONG","2","1","0.05","0.143857","-0.13971","-0.481906","-0.008915","-0.610821","1546.45","99","109"
"0.05","50","david_contra","AUDCAD","LONG","3","2","0.084028","0.107793","-0.0614","-0.287415","-0.016684","-0.484099","1546.45","99","109"
"0.05","50","david_contra","CHFJPY","LONG","3","2","0.084722","0.10553","-0.031358","-0.205898","-0.018149","-0.404046","1546.45","99","109"
"0.05","50","david_contra","NZDCHF","LONG","1","0","0.058333","0.076115","-0.025689","-0.100738","-0.005349","-0.166087","1546.45","99","109"
"0.05","50","david_contra","GBPJPY","LONG","2","1","0.042361","0.048663","0.005086","0.024959","-0.006941","-0.101982","1546.45","99","109"
"0.05","50","david_contra","GBPAUD","SHORT","4","3","0.0875","0.087695","0.022886","0.184106","0.002215","-0.053679","1546.45","99","109"
"0.05","50","david_contra","AUDNZD","SHORT","1","0","0.027083","0.069528","0.038967","0.168931","0.000271","0.109202","1546.45","99","109"
"0.05","50","david_contra","AUDCHF","LONG","2","1","0.059722","0.022136","0.278294","1.158517","-0.007451","1.031067","1546.45","99","109"
"0.05","50","david_stoch_confirm","GBPNZD","SHORT","9","8","2.461806","0.218784","-5.680487","-56.067593","0.131437","-56.476155","783.92","69","100"
"0.05","50","david_stoch_confirm","EURNZD","SHORT","9","8","2.474306","0.115759","-6.436549","-51.646253","0.1575","-52.028753","783.92","69","100"
"0.05","50","david_stoch_confirm","NZDUSD","LONG","10","9","2.472222","0.316991","-7.834387","-44.630016","-1.287684","-46.517701","783.92","69","100"
"0.05","50","david_stoch_confirm","AUDUSD","LONG","5","4","0.089583","0.215139","-1.274293","-7.33001","-0.029102","-7.659112","783.92","69","100"
"0.05","50","david_stoch_confirm","NZDJPY","LONG","4","3","0.103472","0.28118","-0.5439","-2.576879","-0.027892","-2.844771","783.92","69","100"
"0.05","50","david_stoch_confirm","AUDJPY","LONG","5","4","0.098611","0.134615","-0.40802","-2.015344","-0.03184","-2.347184","783.92","69","100"
"0.05","50","david_stoch_confirm","NZDCAD","LONG","4","3","0.103472","0.223331","-0.358608","-1.753207","-0.023944","-2.017151","783.92","69","100"
"0.05","50","david_stoch_confirm","EURCAD","LONG","3","2","0.068056","0.059162","-0.358422","-1.444253","-0.015283","-1.639536","783.92","69","100"
"0.05","50","david_stoch_confirm","USDJPY","SHORT","2","1","0.038889","0.273869","-0.463419","-1.316519","0.000681","-1.435839","783.92","69","100"
"0.05","50","david_stoch_confirm","AUDCAD","LONG","3","2","0.084028","0.107793","-0.0614","-0.287415","-0.016684","-0.484099","783.92","69","100"
"0.05","50","david_stoch_confirm","GBPUSD","LONG","2","1","0.036111","0.217614","-0.040747","-0.270006","-0.005477","-0.395483","783.92","69","100"
"0.05","50","david_stoch_confirm","NZDCHF","LONG","1","0","0.058333","0.076115","-0.025689","-0.100738","-0.005349","-0.166087","783.92","69","100"
"0.05","50","david_stoch_confirm","GBPAUD","SHORT","4","3","0.0875","0.087695","0.022886","0.184106","0.002215","-0.053679","783.92","69","100"
"0.05","50","david_stoch_confirm","USDCHF","SHORT","1","0","0.01875","0.151776","0.001965","0.012591","0.000188","-0.047221","783.92","69","100"
"0.05","50","david_stoch_confirm","EURUSD","LONG","2","1","0.032639","0.275944","0.027663","0.140001","-0.004012","0.015989","783.92","69","100"
"0.05","50","david_stoch_confirm","AUDNZD","SHORT","1","0","0.027083","0.069528","0.038967","0.168931","0.000271","0.109202","783.92","69","100"
"0.05","50","david_stoch_confirm","EURJPY","LONG","2","1","0.036111","0.117788","0.199123","0.748732","-0.005477","0.623255","783.92","69","100"
"0.05","50","david_stoch_confirm","AUDCHF","LONG","2","1","0.059722","0.022136","0.278294","1.158517","-0.007451","1.031067","783.92","69","100"
"0.05","50","raw_both","GBPNZD","SHORT","16","15","7.002083","0.218784","-21.192249","-207.785021","0.458812","-208.286208","2260.66","173","215"
"0.05","50","raw_both","EURNZD","SHORT","14","13","4.522917","0.115759","-16.700475","-133.408764","0.392049","-133.856715","2260.66","173","215"
"0.05","50","raw_both","GBPCHF","SHORT","14","13","4.623611","0.008541","-16.398006","-87.719838","0.468014","-88.091824","2260.66","173","215"
"0.05","50","raw_both","NZDUSD","LONG","10","9","2.472222","0.316991","-7.834387","-44.630016","-1.287684","-46.517701","2260.66","173","215"
"0.05","50","raw_both","AUDNZD","SHORT","11","10","4.611806","0.069528","-9.940659","-42.733659","0.385326","-43.008333","2260.66","173","215"
"0.05","50","raw_both","NZDJPY","LONG","11","10","2.475694","0.28118","-7.993472","-38.116659","-1.499104","-40.275763","2260.66","173","215"
"0.05","50","raw_both","EURCHF","SHORT","12","11","4.620833","-0.117997","-9.59596","-39.64139","0.394986","-39.966404","2260.66","173","215"
"0.05","50","raw_both","EURAUD","SHORT","8","7","2.079861","-0.04014","-3.492067","-22.404915","0.104785","-22.78013","2260.66","173","215"
"0.05","50","raw_both","EURUSD","LONG","7","6","0.103472","0.275944","-3.535197","-18.030011","-0.043685","-18.493695","2260.66","173","215"
"0.05","50","raw_both","NZDCHF","LONG","8","7","2.429861","0.076115","-4.056784","-16.005131","-1.216617","-17.701748","2260.66","173","215"
"0.05","50","raw_both","GBPUSD","LONG","5","4","0.103472","0.217614","-2.185345","-14.48","-0.036489","-14.816489","2260.66","173","215"
"0.05","50","raw_both","CHFJPY","LONG","6","5","0.126389","0.10553","-2.067065","-13.414776","-0.054574","-13.82935","2260.66","173","215"
"0.05","50","raw_both","USDCHF","SHORT","5","4","0.103472","0.151776","-1.463693","-9.343686","0.003556","-9.64013","2260.66","173","215"
"0.05","50","raw_both","AUDUSD","LONG","5","4","0.089583","0.215139","-1.274293","-7.33001","-0.029102","-7.659112","2260.66","173","215"
"0.05","50","raw_both","EURJPY","LONG","6","5","0.103472","0.117788","-1.370452","-5.172481","-0.042984","-5.575466","2260.66","173","215"
"0.05","50","raw_both","USDCAD","SHORT","4","3","0.0875","0.331193","-1.010244","-3.736354","0.002257","-3.974097","2260.66","173","215"
"0.05","50","raw_both","AUDCAD","LONG","5","4","0.103472","0.107793","-0.601233","-2.802273","-0.030821","-3.133095","2260.66","173","215"
"0.05","50","raw_both","AUDJPY","LONG","5","4","0.098611","0.134615","-0.40802","-2.015344","-0.03184","-2.347184","2260.66","173","215"
"0.05","50","raw_both","NZDCAD","LONG","4","3","0.103472","0.223331","-0.358608","-1.753207","-0.023944","-2.017151","2260.66","173","215"
"0.05","50","raw_both","EURCAD","LONG","3","2","0.068056","0.059162","-0.358422","-1.444253","-0.015283","-1.639536","2260.66","173","215"
"0.05","50","raw_both","USDJPY","SHORT","2","1","0.038889","0.273869","-0.463419","-1.316519","0.000681","-1.435839","2260.66","173","215"
"0.05","50","raw_both","EURGBP","LONG","2","1","0.05","0.143857","-0.13971","-0.481906","-0.008915","-0.610821","2260.66","173","215"
"0.05","50","raw_both","EURCHF","LONG","1","0","0.01875","0.117997","-0.021229","-0.088146","-0.001719","-0.149865","2260.66","173","215"
"0.05","50","raw_both","GBPJPY","LONG","2","1","0.042361","0.048663","0.005086","0.024959","-0.006941","-0.101982","2260.66","173","215"
"0.05","50","raw_both","GBPAUD","SHORT","4","3","0.0875","0.087695","0.022886","0.184106","0.002215","-0.053679","2260.66","173","215"
"0.05","50","raw_both","CADJPY","LONG","1","0","0.001389","0.040224","0.063516","0.149747","-0.000127","0.089619","2260.66","173","215"
"0.05","50","raw_both","AUDCHF","LONG","2","1","0.059722","0.022136","0.278294","1.158517","-0.007451","1.031067","2260.66","173","215"
"0.05","50","stoch_contra","GBPNZD","SHORT","9","8","2.461806","0.218784","-5.680487","-56.067593","0.131437","-56.476155","1025.53","74","111"
"0.05","50","stoch_contra","EURNZD","SHORT","9","8","2.474306","0.115759","-6.436549","-51.646253","0.1575","-52.028753","1025.53","74","111"
"0.05","50","stoch_contra","NZDUSD","LONG","10","9","2.472222","0.316991","-7.834387","-44.630016","-1.287684","-46.517701","1025.53","74","111"
"0.05","50","stoch_contra","NZDCHF","LONG","6","5","2.224306","0.076115","-2.633732","-10.376259","-0.84848","-11.584739","1025.53","74","111"
"0.05","50","stoch_contra","AUDUSD","LONG","5","4","0.089583","0.215139","-1.274293","-7.33001","-0.029102","-7.659112","1025.53","74","111"
"0.05","50","stoch_contra","NZDJPY","LONG","4","3","0.103472","0.28118","-0.5439","-2.576879","-0.027892","-2.844771","1025.53","74","111"
"0.05","50","stoch_contra","AUDJPY","LONG","5","4","0.098611","0.134615","-0.40802","-2.015344","-0.03184","-2.347184","1025.53","74","111"
"0.05","50","stoch_contra","NZDCAD","LONG","4","3","0.103472","0.223331","-0.358608","-1.753207","-0.023944","-2.017151","1025.53","74","111"
"0.05","50","stoch_contra","EURCAD","LONG","3","2","0.068056","0.059162","-0.358422","-1.444253","-0.015283","-1.639536","1025.53","74","111"
"0.05","50","stoch_contra","USDJPY","SHORT","2","1","0.038889","0.273869","-0.463419","-1.316519","0.000681","-1.435839","1025.53","74","111"
"0.05","50","stoch_contra","AUDCAD","LONG","3","2","0.084028","0.107793","-0.0614","-0.287415","-0.016684","-0.484099","1025.53","74","111"
"0.05","50","stoch_contra","GBPUSD","LONG","2","1","0.036111","0.217614","-0.040747","-0.270006","-0.005477","-0.395483","1025.53","74","111"
"0.05","50","stoch_contra","GBPAUD","SHORT","4","3","0.0875","0.087695","0.022886","0.184106","0.002215","-0.053679","1025.53","74","111"
"0.05","50","stoch_contra","USDCHF","SHORT","1","0","0.01875","0.151776","0.001965","0.012591","0.000188","-0.047221","1025.53","74","111"
"0.05","50","stoch_contra","EURUSD","LONG","2","1","0.032639","0.275944","0.027663","0.140001","-0.004012","0.015989","1025.53","74","111"
"0.05","50","stoch_contra","AUDNZD","SHORT","1","0","0.027083","0.069528","0.038967","0.168931","0.000271","0.109202","1025.53","74","111"
"0.05","50","stoch_contra","EURJPY","LONG","2","1","0.036111","0.117788","0.199123","0.748732","-0.005477","0.623255","1025.53","74","111"
