case_id,scope,section,key,raw_value,numeric_value,content_hash
audcad_1_hour_chart,discovered,input,Orders_SL_Pips,0.0,0,124FF912DE4454BE1FF9C35357CCBF5F6625C99EDFA344A224C23DED941C210F
audcad_1_hour_chart,discovered,input,MagicNumber,800,800,519CEC30CD037506D04E95B45F53492C7B3F66F3DAFA60FAA885621DC7793E54
audcad_1_hour_chart,discovered,input,WaitForFirstTrendChange,true,,883121DB915D22D085F34662FD31AE8FE7175E8E1604A4F963D8D4A6257CF824
audcad_1_hour_chart,discovered,input,Alerts_inOrders,true,,7FE93156861150060446F9CEB931089FA42EC09E71D155F17782B2A120BA7603
audcad_1_hour_chart,discovered,input,T1,,,72FBF0B81536D59EA43830DC9D446967095D41973518D4E894B5E450269E60F8
audcad_1_hour_chart,discovered,input,T1a,Trend Indicator settings:,,1D4FFF54AF101835FF61E34537D6756FF1747217C93160959862226DF0ACA188
audcad_1_hour_chart,discovered,input,Indicator_Name,David_MA_Color_V1f_Updated,1,9538069C3C4112D6DACDE42BA97F8AE9301069631A3D9A6C0DC74BBD8C0681FA
audcad_1_hour_chart,discovered,input,MAPeriod,100,100,C496801AD7329E6F53484E1BFF052260359BE6B3FE639620CB90F7E3415257CF
audcad_1_hour_chart,discovered,input,MAType,3,3,758E36C919DE14DF3D55104D574B21DAF06F3AE3761BA64C65751607D9741D03
audcad_1_hour_chart,discovered,input,MAPrice,0,0,8F2DE9319023E393E9D3D34C6061CC4176C1A1136C14EF2EED63AF96351E678A
audcad_1_hour_chart,discovered,input,UseRSI_Filter,true,,7C68D10DB29B75AB47A85A798B620679772BB047C1567469F9352D6348E0DB3E
audcad_1_hour_chart,discovered,input,RSIPeriod,100,100,3143D8C12E8B15CD61E664DCAA7F887DC0191836A3ABCE5EB6D9006136A31E04
audcad_1_hour_chart,discovered,input,RSIOverBought,70,70,7FDECB72EE25FF56CEB98C3DC041D3B0DA08669D4FB8506F5E0D3322AB337655
audcad_1_hour_chart,discovered,input,RSIOverSold,30,30,73F1C0730B503A53B9F194285F3A3E591649647EED8816D9EFD05C3B732E65C3
audcad_1_hour_chart,discovered,input,T3,,,9198A8D1C414AAD4852AE0CB82DDD407CFD54910A7FD353C1AEC9FAFC4A09101
audcad_1_hour_chart,discovered,input,T3a,Trailing Stop settings:,,89554A5AEC72F1D62771E0CFD3D5BA70B47F87CFAB86DED6ABFDD1474447DBCD
audcad_1_hour_chart,discovered,input,Use_StopLoss,true,,B7C009FA18CE563882C6F82D89317BB21ADCF271D8331B46C5D19B0FBEAD5B98
audcad_1_hour_chart,discovered,input,Trail_Start_Pips,33,33,4F9406A0399D433C16053EE861B7B18943F9963AF7EDB0D4EBB0D6D2E319D11F
audcad_1_hour_chart,discovered,input,Trail_Step_Pips,6,6,D60A38F1891F33E4E3BA2B8DAE3D8501ED228F06B1A36531EB453CBD0BF96F04
audcad_1_hour_chart,discovered,input,Trail_Stop_Pips,13,13,76302AC718423E75B511F903CEF38C18F653E0ABA805878BEC3E9C3EA92FEB5F
audcad_1_hour_chart,discovered,input,T4,,,8B124BF6E7BF5D2B896C244E010272748B61C6DDC7B5FCFEAFA34B28A4AA9441
audcad_1_hour_chart,discovered,input,T4a,Backtest speed settings:,,751340D69A468F27BB76E7791B7F5CB19E41AE205DD3A86DE305EABABBE3F79D
audcad_1_hour_chart,discovered,input,TesterSkipPanel,true,,2EEF4EE9C1FB1FE1CDCF4E22527C13ED46B67D4C3EB6E095815C6BCCE096FC05
audcad_1_hour_chart,discovered,input,TesterCleanupOnNewBarOnly,true,,B0CF8F3D91405604B8F61F36DD4C4513DA6CE2292CFFE9E5A8C093768A673DB0
audcad_1_hour_chart,discovered,input,TesterTrailOnNewBarOnly,false,,70305EFF2D8732A40A628B937ACC0875F7F8A1B60B45F841D3A9948D88B5A0CA
audcad_1_hour_chart,discovered,input,TesterDisableOrderAlerts,true,,2656AB4B15763DB9BD8DD785A58E7F56A15CE7A528108D6B132DF36D6FAC158E
audcad_1_hour_chart,discovered,input,TesterSuppressInfoLogs,true,,4F85BE834D22854F3473EC2DB54F92E25DF7480349A0B83EEFDDB5FA004C6BDA
audcad_1_hour_chart,discovered,setting,Company,Eightcap Global Limited,,C7F00FDCC4F3B2EB4863FD9676726C93353A8548D1EE3E97C75086B6B0749ACC
audcad_1_hour_chart,discovered,setting,Currency,USD,,CD2F13788BFA92E0B83BC12F96D5377F63FDDB4885FE1A0ABD7FB9822DB61D65
audcad_1_hour_chart,discovered,setting,Initial Deposit,10 000.00,10000,4A856DA983D9D62EA0816602C8ADD33FD895340C2B356D1AA814DBA320E5FA26
audcad_1_hour_chart,discovered,setting,Leverage,1:100,1,26CF6B7CA45B17EA46DD937A2005EEDA43572CDAE46486BC6F9506457930D279
audcad_1_hour_chart,discovered,result,History Quality,66%,66,1D6EB19A675FE2E8E84FA7683C953305AA4BB3179A5D2C28F9F608140BD69B8E
audcad_1_hour_chart,discovered,result,Bars,54765,54765,DA7085D2A2C79DCDBE494EA5D440A69060856B06B35C0ABE0BD5A4CEAA70CB27
audcad_1_hour_chart,discovered,result,Ticks,215477,215477,AE98830F9E93BB332266A97AC1EAA7A27F9A8FB98167B7318E81E57B2EE637AF
audcad_1_hour_chart,discovered,result,Symbols,1,1,58626F58AB66D35FEF06E28CFEB35A7062E1D83EB4E5062EAB5E9C7C36FA58D9
audcad_1_hour_chart,discovered,result,Total Net Profit,1 333.04,1333.04,07669F555BBEC854BA5FCE47E0B8023BB7D6E29F6B59C37480DCE3F88E48486F
audcad_1_hour_chart,discovered,result,Balance Drawdown Absolute,0.00,0,8FCB2BCED7A60C5EEB39627071634D21AC3893FD32A890D28521D989AB08E9ED
audcad_1_hour_chart,discovered,result,Equity Drawdown Absolute,65.35,65.35,15365AFAAB35C329DC851CC3FE706ADE03248EB05AB238A3998F090F5A857DE5
audcad_1_hour_chart,discovered,result,Gross Profit,1 450.12,1450.12,01044ECC100988B66132A2AFE195193CFC7374DF207F4D0D41F835A1404CD7CD
audcad_1_hour_chart,discovered,result,Balance Drawdown Maximal,116.18 (1.01%),116.18,49DDC7451CDDB676A99EC193FE19C961169D06D679971186398FE8974BB6F0A3
audcad_1_hour_chart,discovered,result,Equity Drawdown Maximal,377.42 (3.54%),377.42,F7256DB53C3A05F8211916DF71827817253944A6BD04931EB19D60E33050C655
audcad_1_hour_chart,discovered,result,Gross Loss,-117.08,-117.08,38B54D23301E5053F96525611D20B4C44358235932B3CBCF9A8986F387E0E4E8
audcad_1_hour_chart,discovered,result,Balance Drawdown Relative,1.01% (116.18),1.01,01E917A0B67BAD79C06C4F100DA4B077C8B5567E3CA22D418B153BD04725ED0A
audcad_1_hour_chart,discovered,result,Equity Drawdown Relative,3.54% (377.42),3.54,F6AF6023A3D056D464BD017C156BF4A2CDFE5A0BB3A3B9F6D1239BE62790D544
audcad_1_hour_chart,discovered,result,Profit Factor,12.39,12.39,A0FB0C696023159AF80958B1AE80ED5F8498F3C6DFF5AF08FE492BCB2EF08777
audcad_1_hour_chart,discovered,result,Expected Payoff,5.13,5.13,83DC220F690B2F95D0D1C1A5E36206E9C07A0B249C39811A576818BBEC366C39
audcad_1_hour_chart,discovered,result,Margin Level,3652.74%,3652.74,ABE23DFCE70607D43D2E9C4CE3F399EB8A2DD23E9A891845126EAAEAAC82B070
audcad_1_hour_chart,discovered,result,Recovery Factor,3.53,3.53,2BFE6ED6E53CB0833AECDD0DD950C54D64AEE77118C91D01C9CDA8900EE1C2AB
audcad_1_hour_chart,discovered,result,Sharpe Ratio,1.05,1.05,4077DF907D94EE297C133D6C6220F504893F234FBD266B033107B442A70B936F
audcad_1_hour_chart,discovered,result,Z-Score,-13.52 (99.74%),-13.52,27A062E9360B00B00B61EC88A04B3178BF976A4B877C2411EFBA4A21EDFB55DB
audcad_1_hour_chart,discovered,result,AHPR,1.0005 (0.05%),1.0005,3B3D2C64134EDFA689C6801AAAD27C4B7CCD1C89A4AC0EF55C80C5F16102BE95
audcad_1_hour_chart,discovered,result,LR Correlation,1.00,1,31BE550AEAF7EF05ED591D6D8458A4DC776866C1F7E2E38281A46B8AA8B6EE54
audcad_1_hour_chart,discovered,result,OnTester result,0,0,C3E16297198D55D0A573BA4424A83FC4EA56239C435E2B7115F7634CE021159A
audcad_1_hour_chart,discovered,result,GHPR,1.0005 (0.05%),1.0005,A39FCC84903E0B1395F7177F8F248BFB86A262BEE6D24C3874A94A28D8CC74DB
audcad_1_hour_chart,discovered,result,LR Standard Error,31.65,31.65,9F7B94390A27B525E41F7252B2A4E911A34E8CFB78F8E2797F688647FBA4DBBB
audcad_1_hour_chart,discovered,result,Total Trades,260,260,B9ACD2001CE26E1384155EA0B2414F2CF0FC196D61EACD0DFE17C75B8ADBCD27
audcad_1_hour_chart,discovered,result,Short Trades (won %),0 (0.00%),0,7740A555C84EB3E1FB2978BD3A07C5A619D7D8F89A93782108536E68BC97D971
audcad_1_hour_chart,discovered,result,Long Trades (won %),260 (96.15%),260,AE640EF6374214E62C695844F1D0C09BC66207B0FD88A32D875501D1AC77729C
audcad_1_hour_chart,discovered,result,Total Deals,520,520,5A3A9DE05804CC6944BCFC60D07CA34C4435EB5EC241430713245932119FFCC4
audcad_1_hour_chart,discovered,result,Profit Trades (% of total),250 (96.15%),250,36FFD3BA62745FAD9FC1784F9C37BDAF4CCFD3A844926771C4C6BE0C0F118830
audcad_1_hour_chart,discovered,result,Loss Trades (% of total),10 (3.85%),10,B2FD6954D26043CE83F4C25D1738E49A6BC9BB9040AACA725C171EB09C23F3FF
audcad_1_hour_chart,discovered,result,Largest profit trade,19.37,19.37,478FCE09DBCCE5DF6687C6CD781DB09EB600FCF38A88F06E0C3F92E60C0862C4
audcad_1_hour_chart,discovered,result,Largest loss trade,-17.56,-17.56,4C6D522039C4B3630769FB66EC07838104758068784DB37ACF4C353CDA8BCB12
audcad_1_hour_chart,discovered,result,Average profit trade,5.80,5.8,CC648582926B29805DBFBF779A35C72C842C78500F082A305576DBBE97B5F6D8
audcad_1_hour_chart,discovered,result,Average loss trade,-11.71,-11.71,53C48A5D889966C95B7587C24B762929D411AF466DC4D2B84A8DA6292131377A
audcad_1_hour_chart,discovered,result,Maximum consecutive wins ($),249 (1 448.93),249,1D7CAB7E6B9F122D0F950029D3FF4D15A93358EFE7B995DBE6CA1B871AC88023
audcad_1_hour_chart,discovered,result,Maximum consecutive losses ($),9 (-116.18),9,B3BB93F0FB635811BA1394907D3CEAA23ED740A924C05BD69FFB2E505B2609C7
audcad_1_hour_chart,discovered,result,Maximal consecutive profit (count),1 448.93 (249),1448.93,D4B36ACBCE0DA3F8702BB4C6242F094F0D9AC6F962D5B03487F5A0D41EC79A4A
audcad_1_hour_chart,discovered,result,Maximal consecutive loss (count),-116.18 (9),-116.18,05881B2DCD4D9C3F930F07AF0A215E88DD88E2A2120BC89674854225C19C9F60
audcad_1_hour_chart,discovered,result,Average consecutive wins,125,125,FD0A40773F568E7397902EA56E6A0AD506AD0DF8DB09A051428789C716E575DF
audcad_1_hour_chart,discovered,result,Average consecutive losses,5,5,4B2AF3122519F77DC6E011557BF5D05D493E1CA079BA3184415EFED02F6C4AA2
audcad_1_hour_chart,discovered,result,"Correlation (Profits,MFE)",0.79,0.79,EFCD4FBEAA79F665859F6E9A4D0058431E20A4FEE72884183B9AB98FDCFD71EA
audcad_1_hour_chart,discovered,result,"Correlation (Profits,MAE)",0.26,0.26,F2BE6AA19C63C6849AB022544751B45F7E84D115D5FBB59127863FF3994E23BE
audcad_1_hour_chart,discovered,result,"Correlation (MFE,MAE)",0.1098,0.1098,DD289BC748F9E7423FF0ECC641D66F4B6618BB877BE436E51F4C470FE883EA87
audcad_1_hour_chart,discovered,result,Minimal position holding time,1:59:58,1,201ED2B4F178CB27B00DF91AAA75FB16BCFA499505128AAFA0AB5862FAACE490
audcad_1_hour_chart,discovered,result,Maximal position holding time,1990:59:58,1990,DF0DCDED5AACBEE2D53A5F735398A3D60C7D3F7DCFEB204FB0D3E7F7C634C938
audcad_1_hour_chart,discovered,result,Average position holding time,207:18:25,207,360648B9C9FA0CFE08C58EFF4020C1F10EEF597856932D3566339BC5BA3292C6
