symbol,broker_company,source_timeframe,comparison_type,anchor_shift_bars,phase_shift_q,history_shortfall,source_time,source_close,baseline_bootstrap_bars,variant_bootstrap_bars,baseline_line,variant_line,diff_pips,abs_line_distance_q,baseline_side,variant_side
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.08 05:19,0.97662,720,720,0.97180,0.97180,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.08 09:19,0.97860,720,720,0.97552,0.97552,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.08 13:19,0.97593,720,720,0.97700,0.97700,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.08 17:19,0.97682,720,720,0.97775,0.97775,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.08 21:19,0.97578,720,720,0.97775,0.97775,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.09 01:22,0.97524,720,720,0.97700,0.97700,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.09 05:22,0.97451,720,720,0.97700,0.97700,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.09 09:22,0.97438,720,720,0.97700,0.97700,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.09 13:22,0.97397,720,720,0.97700,0.97700,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.09 17:22,0.97431,720,720,0.97700,0.97700,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.09 21:22,0.97813,720,720,0.97626,0.97626,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.10 01:27,0.97850,720,720,0.97626,0.97626,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.10 05:27,0.97745,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.10 09:27,0.97700,720,720,0.97700,0.97700,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.10 13:27,0.97758,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.10 17:27,0.97847,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.10 21:27,0.97842,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.13 01:31,0.97293,720,720,0.97552,0.97552,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.13 05:31,0.97532,720,720,0.97552,0.97552,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.13 09:31,0.97569,720,720,0.97552,0.97552,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.13 13:31,0.97545,720,720,0.97626,0.97626,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.13 17:31,0.97585,720,720,0.97626,0.97626,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.13 21:31,0.97824,720,720,0.97552,0.97552,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.14 01:34,0.97881,720,720,0.97552,0.97552,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.14 05:34,0.97638,720,720,0.97552,0.97552,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.14 09:34,0.97669,720,720,0.97552,0.97552,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.14 13:34,0.97912,720,720,0.97552,0.97552,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.14 17:34,0.98168,720,720,0.97552,0.97552,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.14 21:34,0.98159,720,720,0.97552,0.97552,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.15 01:39,0.98119,720,720,0.97626,0.97626,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.15 05:39,0.98172,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.15 09:39,0.98334,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.15 13:39,0.98261,720,720,0.97775,0.97775,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.15 17:39,0.98345,720,720,0.97775,0.97775,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.15 21:39,0.98460,720,720,0.97849,0.97849,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.16 01:43,0.98492,720,720,0.97997,0.97997,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.16 05:43,0.98656,720,720,0.98072,0.98072,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.16 09:43,0.98558,720,720,0.98072,0.98072,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.16 13:43,0.98432,720,720,0.98146,0.98146,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.16 17:43,0.98299,720,720,0.98220,0.98220,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.16 21:43,0.98068,720,720,0.98295,0.98295,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.17 01:47,0.98111,720,720,0.98295,0.98295,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.17 05:47,0.98117,720,720,0.98295,0.98295,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.17 09:47,0.98046,720,720,0.98295,0.98295,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.17 13:47,0.98134,720,720,0.98295,0.98295,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.17 17:47,0.98496,720,720,0.98369,0.98369,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.17 21:47,0.98158,720,720,0.98369,0.98369,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.20 01:51,0.97859,720,720,0.98146,0.98146,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.20 05:51,0.97992,720,720,0.98146,0.98146,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.20 09:51,0.97928,720,720,0.98072,0.98072,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.20 13:51,0.97958,720,720,0.97997,0.97997,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.20 17:51,0.97906,720,720,0.97997,0.97997,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.20 21:51,0.97884,720,720,0.97923,0.97923,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.21 01:55,0.97924,720,720,0.97923,0.97923,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.21 05:55,0.97884,720,720,0.97923,0.97923,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.21 09:55,0.97753,720,720,0.97923,0.97923,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.21 13:55,0.97774,720,720,0.97849,0.97849,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.21 17:55,0.97836,720,720,0.97849,0.97849,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.21 21:55,0.97700,720,720,0.97849,0.97849,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.22 01:59,0.97698,720,720,0.97775,0.97775,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.22 05:59,0.97736,720,720,0.97775,0.97775,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.22 09:59,0.97876,720,720,0.97775,0.97775,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.22 13:59,0.97780,720,720,0.97775,0.97775,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.22 17:59,0.97841,720,720,0.97775,0.97775,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.22 21:59,0.97827,720,720,0.97775,0.97775,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.23 02:03,0.97828,720,720,0.97775,0.97775,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.23 06:03,0.97701,720,720,0.97775,0.97775,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.23 10:03,0.97708,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.23 14:03,0.97584,720,720,0.97700,0.97700,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.23 18:03,0.97947,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.23 22:03,0.97680,720,720,0.97700,0.97700,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.24 02:07,0.97673,720,720,0.97700,0.97700,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.24 06:07,0.97605,720,720,0.97700,0.97700,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.24 10:07,0.97679,720,720,0.97700,0.97700,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.24 14:07,0.97714,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.24 18:07,0.97693,720,720,0.97700,0.97700,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.24 22:07,0.97732,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.27 02:11,0.97729,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.27 06:11,0.98003,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.27 10:11,0.97852,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.27 14:11,0.97768,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.27 18:11,0.97897,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.27 22:11,0.97932,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.28 02:15,0.97909,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.28 06:15,0.97881,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.28 10:15,0.97755,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.28 14:15,0.97888,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.28 18:15,0.98087,720,720,0.97775,0.97775,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.28 22:15,0.98276,720,720,0.97775,0.97775,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.29 02:19,0.98263,720,720,0.97775,0.97775,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.29 06:19,0.98011,720,720,0.97849,0.97849,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.29 10:19,0.97992,720,720,0.97849,0.97849,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.29 14:19,0.97925,720,720,0.97849,0.97849,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.29 18:19,0.97572,720,720,0.97849,0.97849,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.29 22:19,0.97392,720,720,0.97849,0.97849,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.30 02:23,0.97404,720,720,0.97849,0.97849,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.30 06:23,0.97494,720,720,0.97849,0.97849,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.30 10:23,0.97409,720,720,0.97849,0.97849,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.30 14:23,0.97773,720,720,0.97849,0.97849,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.30 18:23,0.97797,720,720,0.97849,0.97849,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.04.30 22:23,0.97801,720,720,0.97775,0.97775,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.01 02:26,0.97787,720,720,0.97775,0.97775,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.01 06:26,0.97749,720,720,0.97775,0.97775,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.01 10:26,0.97763,720,720,0.97775,0.97775,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.01 14:26,0.97638,720,720,0.97700,0.97700,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.01 18:26,0.97984,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.01 22:26,0.97953,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.04 02:30,0.97983,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.04 06:30,0.97956,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.04 10:30,0.97831,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.04 14:30,0.97718,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.04 18:30,0.97591,720,720,0.97775,0.97775,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.04 22:30,0.97604,720,720,0.97775,0.97775,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.05 02:34,0.97645,720,720,0.97775,0.97775,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.05 06:34,0.97478,720,720,0.97775,0.97775,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.05 10:34,0.97412,720,720,0.97700,0.97700,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.05 14:34,0.97612,720,720,0.97700,0.97700,0.000,0.000000,-1,-1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.05 18:34,0.97895,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.05 22:34,0.97854,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.06 02:38,0.98002,720,720,0.97700,0.97700,0.000,0.000000,1,1
AUDCAD.i,Eightcap Global Limited,PERIOD_M1,reference,0,0.0000,true,2026.05.06 06:38,0.98411,720,720,0.97700,0.97700,0.000,0.000000,1,1
