"time","receipt_type","status","detail"
"2026.01.02 19:51:00","order_request","close_request","ticket=74 lots=0.01"
"2026.01.02 19:51:00","order_request","close_request","ticket=73 lots=0.01"
"2026.01.02 19:51:00","order_request","close_request","ticket=72 lots=0.01"
"2026.01.02 19:51:00","order_request","close_scan_complete","attempted=4 closed=4"
"2026.01.02 19:52:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 19:51:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=grid_transitioned_flat_waiting_for_fresh_state"
"2026.01.02 19:53:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 19:52:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=same_state_after_flat_close"
"2026.01.02 19:54:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 19:53:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=same_state_after_flat_close"
"2026.01.02 19:55:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 19:54:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=same_state_after_flat_close"
"2026.01.02 19:56:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 19:55:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=same_state_after_flat_close"
"2026.01.02 19:57:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 19:56:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=same_state_after_flat_close"
"2026.01.02 19:58:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 19:57:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=same_state_after_flat_close"
"2026.01.02 19:59:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 19:58:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=same_state_after_flat_close"
"2026.01.02 20:00:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 19:59:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=same_state_after_flat_close"
"2026.01.02 20:01:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 20:00:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=same_state_after_flat_close"
"2026.01.02 20:02:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 20:01:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=same_state_after_flat_close"
"2026.01.02 20:03:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 20:02:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=same_state_after_flat_close"
"2026.01.02 20:04:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 20:03:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=same_state_after_flat_close"
"2026.01.02 20:05:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 20:04:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=same_state_after_flat_close"
"2026.01.02 20:06:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 20:05:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=same_state_after_flat_close"
"2026.01.02 20:07:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 20:06:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=same_state_after_flat_close"
"2026.01.02 20:08:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 20:07:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=same_state_after_flat_close"
"2026.01.02 20:09:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 20:08:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=same_state_after_flat_close"
"2026.01.02 20:10:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 20:09:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 19:51:00|reason=same_state_after_flat_close"
