variant_id,month,month_end_utc,closed_net_actual_to_month_end,open_marked_net_actual,marked_equity_actual,marked_month_delta_actual,open_trade_count,content_hash
adr_event_0_025_candidate_b_agreement_strict,2025-01,2025-01-31T23:59:59.999Z,284.62,-37.55,247.07,247.07,9,57A38BB869E461D86624758ECCCB3FA5D58EA3D8CEB90066D1461667EB84B85D
adr_event_0_025_candidate_b_agreement_strict,2025-02,2025-02-28T23:59:59.999Z,3080.56,-5152.89,-2072.34,-2319.41,207,BCF9688916B2A7755A47C3554A24B2B9240728F2082E513E5A851FC2AED103DB
adr_event_0_025_candidate_b_agreement_strict,2025-03,2025-03-31T23:59:59.999Z,5451.98,-15075.87,-9623.89,-7551.55,232,E39F968583A85835CD4D3C1DF54637E634A4048677FB52CCBA70ACBFB5DEE735
adr_event_0_025_candidate_b_agreement_strict,2025-04,2025-04-30T23:59:59.999Z,27727.56,-19043.59,8683.97,18307.85,601,0433EE89562E01FA24FE89731994FB4598B5B996583C30664A5EA49A900F4530
adr_event_0_025_candidate_b_agreement_strict,2025-05,2025-05-31T23:59:59.999Z,45618.13,-26580.88,19037.25,10353.28,1023,FE8D972645752F5460021DF85AB7A1379025610B07CFA8B387AAA6C6BE01C495
adr_event_0_025_candidate_b_agreement_strict,2025-06,2025-06-30T23:59:59.999Z,71585.9,-29898.35,41687.55,22650.3,986,FB8FCF92FF19A13B1C4C015D770846D8D13D0685ECFA92E0F599F3C85802E665
adr_event_0_025_candidate_b_agreement_strict,2025-07,2025-07-31T23:59:59.999Z,93117.75,-29345.99,63771.76,22084.21,1267,3E9E39D4EEB2CEE653A44E39BA995E362495B0D6AFDF1799D2224B51A86A4F18
adr_event_0_025_candidate_b_agreement_strict,2025-08,2025-08-31T23:59:59.999Z,107654.08,-31152.08,76502,12730.24,1411,84899E55AC2B5BD518E68168BB4D1BCFF65FAD7B3D6F73067A11DDB2B86D9CF6
adr_event_0_025_candidate_b_agreement_strict,2025-09,2025-09-30T23:59:59.999Z,130404.19,-53142.18,77262.01,760.01,1841,43985EF6F6B5BB9DA470C038A09756ECA1976CB3DC78FA963D1EF6BA98949101
adr_event_0_025_candidate_b_agreement_strict,2025-10,2025-10-31T23:59:59.999Z,158260.01,-92417.42,65842.59,-11419.42,2820,0E1D15800D51B0EDDF6346FEE623B77A713EB0AAE6FC43A1EF27ED457DB40F30
adr_event_0_025_candidate_b_agreement_strict,2025-11,2025-11-30T23:59:59.999Z,190816.47,-134374.01,56442.46,-9400.12,3624,7E02C47767CAF52554C0EF43DE27FED6E467DA0FA32FE647FE09CA83A35AEDE8
adr_event_0_025_candidate_b_agreement_strict,2025-12,2025-12-31T23:59:59.999Z,211630.33,-211805.42,-175.09,-56617.56,4933,1E1F4E022D9189739382655E0FC391FEC3B651348F8393A38455E000355FA72A
adr_event_0_025_candidate_b_agreement_strict,2026-01,2026-01-31T23:59:59.999Z,257849.88,-249916.28,7933.6,8108.7,4171,D0BEB450DF37238DE0F65BBCBD9A18535826EDBD926721858441210C4541897E
adr_event_0_025_candidate_b_agreement_strict,2026-02,2026-02-28T23:59:59.999Z,268635.09,-318664.06,-50028.97,-57962.57,4163,049A167B9BDACF3598F5998E095235238BB8174DB80452B61640FB7EA35E9049
adr_event_0_025_candidate_b_agreement_strict,2026-03,2026-03-31T23:59:59.999Z,294190.6,-309855.46,-15664.86,34364.11,5265,F875A661E780533F565943659EBBF6FBA41589BF0B4CAA73068ADA831C255C69
adr_event_0_025_candidate_b_agreement_strict,2026-04,2026-04-30T23:59:59.999Z,319428.02,-405663.08,-86235.05,-70570.19,5494,73822E274637BA14C9F7F4BEBA8CDA721752D3E89712B3C3789BEC7C9BA36A13
adr_event_0_025_candidate_b_agreement_strict,2026-05,2026-05-31T23:59:59.999Z,-77014.21,0,-77014.21,9220.85,0,AD3B61BC1B28F62DD6FBD40C4EE1EE1A5C90C6D6F6A122711F1A282B2B24C663
adr_event_0_025_candidate_b_fade_strict,2025-01,2025-01-31T23:59:59.999Z,0,0,0,0,0,73B27297B28621AA8E0B315947361B9D97FD7C2F37DDE9A3B0BAC190ACB5094D
adr_event_0_025_candidate_b_fade_strict,2025-02,2025-02-28T23:59:59.999Z,6458,-8573.83,-2115.83,-2115.83,440,E3BA945A4888151757CCE4FB151C768F8E9B8AA194CF8079FA977DE8DDAD91B8
adr_event_0_025_candidate_b_fade_strict,2025-03,2025-03-31T23:59:59.999Z,15406.29,-18217.97,-2811.68,-695.85,554,24549C185759C47CF2608E739B062FF2C15C7CF8427523B6BFF8114A57A29477
adr_event_0_025_candidate_b_fade_strict,2025-04,2025-04-30T23:59:59.999Z,46988.99,-48876.25,-1887.25,924.43,1138,DD78C9DEDB81F638EA5A3C7EF1E94695947652CC88F75B410BA5B2449E1E0574
adr_event_0_025_candidate_b_fade_strict,2025-05,2025-05-31T23:59:59.999Z,59407.86,-60962.19,-1554.33,332.92,1519,2B632ADAB893CEEF7AE6A774D81FD39BB0371BA5D06407257A36044CA0290B35
adr_event_0_025_candidate_b_fade_strict,2025-06,2025-06-30T23:59:59.999Z,74071.36,-86755.48,-12684.12,-11129.78,1654,175B0DD542164C97C4DBB216505726747A8636CD072059CAE9784082880361A5
adr_event_0_025_candidate_b_fade_strict,2025-07,2025-07-31T23:59:59.999Z,92285.6,-84301.16,7984.43,20668.55,2005,67328C14C278362A1AD06D05E1EEC2ACC4266260210CA684528C57DBBBCF0589
adr_event_0_025_candidate_b_fade_strict,2025-08,2025-08-31T23:59:59.999Z,109475.04,-109388.73,86.31,-7898.13,2527,E8ECBDAAAF59614433C82EE534FE5747874933540DDDA94C4B428BAD5128ED05
adr_event_0_025_candidate_b_fade_strict,2025-09,2025-09-30T23:59:59.999Z,129890.75,-141688.96,-11798.21,-11884.52,3105,9CD49429DE1EA57407A72AAC6E712181DA5F83269FCE29010E40AE723930A1F9
adr_event_0_025_candidate_b_fade_strict,2025-10,2025-10-31T23:59:59.999Z,164615.83,-131927.01,32688.82,44487.03,3007,F64D1432F7D6431FAA64DDEEC68BCAE424805ACD6587AF45DFCD10A27E9E5A29
adr_event_0_025_candidate_b_fade_strict,2025-11,2025-11-30T23:59:59.999Z,187168.47,-150637.16,36531.31,3842.49,3466,B0F80D58E85E7E70E4AA64CB66CA5D8472C0474BFBFB9496F90BDE7C8FACC677
adr_event_0_025_candidate_b_fade_strict,2025-12,2025-12-31T23:59:59.999Z,206069.43,-179407.11,26662.32,-9868.99,3065,9C8564576595CAB05021DC447205DEE63BBA7FCA185DBFC2F82179202BC6E5B6
adr_event_0_025_candidate_b_fade_strict,2026-01,2026-01-31T23:59:59.999Z,239229.02,-211740.58,27488.45,826.12,4174,CBE95F9477249256FDC9BA175A593FAB6D8EE8E164A76125DB1890D3A2CB8D94
adr_event_0_025_candidate_b_fade_strict,2026-02,2026-02-28T23:59:59.999Z,271429.81,-213714.27,57715.54,30227.1,4063,BD35BE994A405F7D9C5E5A9151A6EFEC7F9A87FE88B3DAD5CC69D112D8CE7210
adr_event_0_025_candidate_b_fade_strict,2026-03,2026-03-31T23:59:59.999Z,315167.22,-143009.43,172157.8,114442.25,2620,12F2DC7D3595914933D75EBE544CAF9ECA63B26B76F85569E6E50B0BC63D9BE6
adr_event_0_025_candidate_b_fade_strict,2026-04,2026-04-30T23:59:59.999Z,343675.31,-162013.7,181661.61,9503.82,2999,82355B347AE1417E4B8B41599501734DDA2142923EA61BC4FC40D340849EBB8E
adr_event_0_025_candidate_b_fade_strict,2026-05,2026-05-31T23:59:59.999Z,201123.94,0,201123.94,19462.33,0,8BFD67FAD054BF4854A16A700DB748253002B1CFA50E7D977D74539829303588
adr_event_0_05_type3_both_no_direction,2025-01,2025-01-31T23:59:59.999Z,0,0,0,0,0,FEAD1C7054F6FBC22CDC24DE28F94F40E49FF039BAD464F7063D1231C4EBC645
adr_event_0_05_type3_both_no_direction,2025-02,2025-02-28T23:59:59.999Z,0,0,0,0,0,9D2BD7ABE3DD96128C03ED482564328549D09658D30C94B5712E575119D07AE8
adr_event_0_05_type3_both_no_direction,2025-03,2025-03-31T23:59:59.999Z,0,0,0,0,0,D11905D342B019FECA8C3BCE54F73DF854A6B7A3439C346717155BF4EFCE12C3
adr_event_0_05_type3_both_no_direction,2025-04,2025-04-30T23:59:59.999Z,8170.16,-1852.78,6317.38,6317.38,85,22BDB41AA3D5C801ADC5212B6D28A68ED3BCCC0E17A3588D1241DB2078270B23
adr_event_0_05_type3_both_no_direction,2025-05,2025-05-31T23:59:59.999Z,11751.04,-4837.83,6913.21,595.83,191,FAA958D9FB13A1F6580A49F963458FBFD120975FFD1C294491334AB6585BBF21
adr_event_0_05_type3_both_no_direction,2025-06,2025-06-30T23:59:59.999Z,14476.11,-13359.12,1116.98,-5796.23,351,679F8BA2C186EBA55CA5DE798020E1CD68254FFD5136F455121586E00831CD3D
adr_event_0_05_type3_both_no_direction,2025-07,2025-07-31T23:59:59.999Z,19007.84,-8791.68,10216.15,9099.17,369,CAC309757C4E064B2679FBA5B17FD52F7CE033EDF337087ADB1A2E9C03F03659
adr_event_0_05_type3_both_no_direction,2025-08,2025-08-31T23:59:59.999Z,22215.65,-16893.11,5322.54,-4893.61,473,E3DA5EE793B2AA41AC2BE2167A3C6167F836164B0F493156A2C161FC480D25B6
adr_event_0_05_type3_both_no_direction,2025-09,2025-09-30T23:59:59.999Z,25888.34,-25955.66,-67.31,-5389.85,602,12A4382CFE0A0C2A1F08CC27D8496FF1C3A21CA772A3F84ABB8CE107F3DE2A65
adr_event_0_05_type3_both_no_direction,2025-10,2025-10-31T23:59:59.999Z,33614.94,-26649.96,6964.98,7032.29,777,2B7D5636648FA3367BF7C728EA08784E10D9C9D61892F779714C4BE6595E8352
adr_event_0_05_type3_both_no_direction,2025-11,2025-11-30T23:59:59.999Z,41057.54,-32120.06,8937.48,1972.5,820,4AAAE4AF8C580B304205430E66AB898A2B8DF55DBEF1E2C0C14671BEB962D0B2
adr_event_0_05_type3_both_no_direction,2025-12,2025-12-31T23:59:59.999Z,45130.87,-48579.67,-3448.8,-12386.28,995,F8DB13B90D9054EDAEBC891CB98D5E3CF4F269C3E5C2AFA286580371A881D126
adr_event_0_05_type3_both_no_direction,2026-01,2026-01-31T23:59:59.999Z,57442.15,-54939.14,2503.02,5951.81,875,D68E3B8F2CEEB85CA64D438D04CDF9E44BE132FF8A6C7857A5A396C322AD499A
adr_event_0_05_type3_both_no_direction,2026-02,2026-02-28T23:59:59.999Z,63979.31,-70915.65,-6936.34,-9439.36,912,614E5F9D02BB238BB22D8B90034ABD45884886D4F00E3E0FA907E3211CBBEA69
adr_event_0_05_type3_both_no_direction,2026-03,2026-03-31T23:59:59.999Z,71918.17,-62118.27,9799.9,16736.24,972,ABCDE74FE5593845D4DD723681C472C9BD772CB1FBC78BF781EDF08B31370BD9
adr_event_0_05_type3_both_no_direction,2026-04,2026-04-30T23:59:59.999Z,78676.89,-81737.23,-3060.34,-12860.24,1102,05A1AA5F685FC10512419800EA5B8CE5D4D6A7C7CBE182B33802BEC9AD43398D
adr_event_0_05_type3_both_no_direction,2026-05,2026-05-31T23:59:59.999Z,8304.27,0,8304.27,11364.61,0,86937D6A333073408FA2E15E866AEA12B7B677EDBFA0FD1284274810535F82BA
adr_event_0_05_type3_long_only,2025-01,2025-01-31T23:59:59.999Z,0,0,0,0,0,812F0AE48FDC1B69915969868F3D4AA650BDB04AD74A240F014CB902A542FAD4
adr_event_0_05_type3_long_only,2025-02,2025-02-28T23:59:59.999Z,0,0,0,0,0,C516E52CEB6D6B3BC3F6E98C09BF6FA1EA19BDAA78562E5AC330D9E35C950971
adr_event_0_05_type3_long_only,2025-03,2025-03-31T23:59:59.999Z,0,0,0,0,0,6792B719B87E66CA22AB15C5E5E00FEED05C9027792CC328B71DD9C32BB8532C
adr_event_0_05_type3_long_only,2025-04,2025-04-30T23:59:59.999Z,5391.15,-1844.78,3546.36,3546.36,76,C8ECD4287B8519E9B3C00A6F631ECCA3A26B0DE7F0A0FE250A9A37C6E1A68010
adr_event_0_05_type3_long_only,2025-05,2025-05-31T23:59:59.999Z,7800.2,-3956.64,3843.56,297.2,155,046C44373BA7B545950081AB8FFE58652F5FBC3276AC6C2E0F0EFB6592F2BAC1
adr_event_0_05_type3_long_only,2025-06,2025-06-30T23:59:59.999Z,9588.16,-10811.5,-1223.34,-5066.9,282,4EC061E6FAD552F4294374F0689E5BED249D41A3A3C100633442BABE7A371827
adr_event_0_05_type3_long_only,2025-07,2025-07-31T23:59:59.999Z,12629.74,-7138.58,5491.15,6714.49,313,4FA58884B67427F8F6F55A09B833A4F1D4053021E477AA26246DB5FC1304B57B
adr_event_0_05_type3_long_only,2025-08,2025-08-31T23:59:59.999Z,14992.94,-12573.36,2419.58,-3071.57,337,93AD39B77354E3D863B0DE4A05A77635EB7DB06DDC252F259A008679F39D0B38
adr_event_0_05_type3_long_only,2025-09,2025-09-30T23:59:59.999Z,17386.13,-16667.23,718.91,-1700.67,382,1160C5F4617B6130E3394173214132942E1A9E604E5010FDC2EF3AEEBEA62767
adr_event_0_05_type3_long_only,2025-10,2025-10-31T23:59:59.999Z,20373.46,-15331.87,5041.59,4322.68,427,136052704DDDD5F88C66E8C79B393D87EF41406399C43798F020EB3283F17C65
adr_event_0_05_type3_long_only,2025-11,2025-11-30T23:59:59.999Z,23511.14,-15940.71,7570.42,2528.83,452,795489A9FFFBA9A5269FF4496767077058D211D3A42BF48BD1167E0BFFD1B9C6
adr_event_0_05_type3_long_only,2025-12,2025-12-31T23:59:59.999Z,25484.57,-21737.57,3747,-3823.42,500,90BF77E5D9C92749B90486B62FA068726D4A62BDCCD881EE352337C1BC7FC6E9
adr_event_0_05_type3_long_only,2026-01,2026-01-31T23:59:59.999Z,29015.36,-24516.34,4499.02,752.02,374,1FEF3E756067349289C0F61DBB7CD254E44EF629E0B885229B149359BC839E14
adr_event_0_05_type3_long_only,2026-02,2026-02-28T23:59:59.999Z,31015.61,-26921.48,4094.13,-404.88,350,F4AFDF1699E29AA78E683EB4761A5EF4DB4F919BA927F2C8A2E74A6D0E849228
adr_event_0_05_type3_long_only,2026-03,2026-03-31T23:59:59.999Z,33726.58,-17393.43,16333.15,12239.02,374,C90794470FD155919109E49C2F8F87DA4339EADBE47686B26BE47EF170D006E1
adr_event_0_05_type3_long_only,2026-04,2026-04-30T23:59:59.999Z,36649.42,-21826.64,14822.78,-1510.37,419,E04358EF377346F600FF928B8CF1FD267FD9C9682C4D142E55EF53F1C201E87B
adr_event_0_05_type3_long_only,2026-05,2026-05-31T23:59:59.999Z,21203.43,0,21203.43,6380.65,0,77AEDE79BDC3FD5FC6D9B08A0C1F0D8BB7BF38C38E16178AEDB98423DF62FD19
adr_event_0_05_type3_short_only,2025-01,2025-01-31T23:59:59.999Z,0,0,0,0,0,7F8839263FEBD080E193981FEEB0BF30EF426258026C9EAB68B90DEBDF2E59C2
adr_event_0_05_type3_short_only,2025-02,2025-02-28T23:59:59.999Z,0,0,0,0,0,E6D8FFECD7371BB3E3A157E9526EB69B047E096DB994D2E74D190FED37B0EF2A
adr_event_0_05_type3_short_only,2025-03,2025-03-31T23:59:59.999Z,0,0,0,0,0,B44B8BD66C5691512D9CC81821478078C597DD1F0DA308470BCE75B8F0DC909A
adr_event_0_05_type3_short_only,2025-04,2025-04-30T23:59:59.999Z,2779.01,-8,2771.02,2771.02,9,D3B25EF1B74E6F66D1AA720D64881D7C480127EE34D0C58F265C17276B28AE1B
adr_event_0_05_type3_short_only,2025-05,2025-05-31T23:59:59.999Z,3950.84,-881.19,3069.65,298.63,36,F4A51A7AE77B129A20D3827B8741D5CFE6270576B7EED09062B8E9D701402432
adr_event_0_05_type3_short_only,2025-06,2025-06-30T23:59:59.999Z,4887.95,-2547.62,2340.32,-729.33,69,463B43D788FCB0F2BD60A62E495FCF8476B3756477B65A7985A08868D89B72A2
adr_event_0_05_type3_short_only,2025-07,2025-07-31T23:59:59.999Z,6378.1,-1653.1,4725,2384.68,56,793DF1543E7CD5CCFC4890795DB807325FEA55DA9CBB455A49DBC5251B66DD37
adr_event_0_05_type3_short_only,2025-08,2025-08-31T23:59:59.999Z,7222.7,-4319.74,2902.96,-1822.04,136,498740D3C394BFF34CA1A57195B8DB67D420FB248C871E8EB120DC377E0047AC
adr_event_0_05_type3_short_only,2025-09,2025-09-30T23:59:59.999Z,8502.21,-9288.43,-786.22,-3689.18,220,03500C5F78798C02F50DD50A29B2846E681B61742314BA10A555CB58EA3D1770
adr_event_0_05_type3_short_only,2025-10,2025-10-31T23:59:59.999Z,13241.47,-11318.09,1923.39,2709.61,350,FDE8FA86721E8189530818F1900A5C8AA8E3342CA894F616E33A4950F4AC3371
adr_event_0_05_type3_short_only,2025-11,2025-11-30T23:59:59.999Z,17546.4,-16179.34,1367.06,-556.33,368,A3514D8936FF6272021B044ECB0AF37BC724649630D7AD7A3E02967AFCEF78D3
adr_event_0_05_type3_short_only,2025-12,2025-12-31T23:59:59.999Z,19646.3,-26842.1,-7195.8,-8562.86,495,041E9326FB6D71F537BBADFC2B2A265DAA3A7509319387017AA430FE410AABC5
adr_event_0_05_type3_short_only,2026-01,2026-01-31T23:59:59.999Z,28426.8,-30422.8,-1996,5199.8,501,3724106C462A42B55E43F6C10B82E4178B7F596BBAD70A5E3833DCB7944FFB02
adr_event_0_05_type3_short_only,2026-02,2026-02-28T23:59:59.999Z,32963.7,-43994.17,-11030.47,-9034.47,562,426A99069823E13C45DE83E9CB10E90AD55D0F675C3478BB389B984059516286
adr_event_0_05_type3_short_only,2026-03,2026-03-31T23:59:59.999Z,38191.59,-44724.85,-6533.25,4497.22,598,C04B095867EEC18BD5D702E8697C7842C5FDADC1983B74D6C363DC920F894281
adr_event_0_05_type3_short_only,2026-04,2026-04-30T23:59:59.999Z,42027.47,-59910.59,-17883.12,-11349.87,683,8F241D7F516D7B031BCF4AEE7EC5B4B7E6B8CCAB092E937B887987D219250758
adr_event_0_05_type3_short_only,2026-05,2026-05-31T23:59:59.999Z,-12899.16,0,-12899.16,4983.96,0,7374A7A5A34851A9311D4CE8E8F4B1E55B4AE0026B990B1940B73D118134A8C7
adr_event_0_05_candidate_b_agreement_strict,2025-01,2025-01-31T23:59:59.999Z,0,0,0,0,0,4F40EBA77BF003071435BF18136434BDF1757F2D0FEF73381E040086E43D7357
adr_event_0_05_candidate_b_agreement_strict,2025-02,2025-02-28T23:59:59.999Z,0,0,0,0,0,707AF9224E2BAA3818C45C31AC9EAE7C609B010D63C06377840F0BE6BD4A60AC
adr_event_0_05_candidate_b_agreement_strict,2025-03,2025-03-31T23:59:59.999Z,0,0,0,0,0,56DCF5CCBBB7621557FE2D3D817D855134911B7838271BD2DC3516B91ACD7BB3
adr_event_0_05_candidate_b_agreement_strict,2025-04,2025-04-30T23:59:59.999Z,2137.18,-12.26,2124.92,2124.92,10,6E74A91EF6D56C9C62857310C1E3C01E8C166AC3F7315B37761418353AD258BB
adr_event_0_05_candidate_b_agreement_strict,2025-05,2025-05-31T23:59:59.999Z,2756.76,-147.04,2609.72,484.8,11,C542AF932C210988A0F60BFED7872BAE99927F54BD3BA772665F0DA26C04D118
adr_event_0_05_candidate_b_agreement_strict,2025-06,2025-06-30T23:59:59.999Z,3695.71,-2308.33,1387.38,-1222.34,105,C220C321B3CE6D8EFBC8EF4A732A3D72AAFEFB32F0676BA3C9AE00D5DE7B1139
adr_event_0_05_candidate_b_agreement_strict,2025-07,2025-07-31T23:59:59.999Z,5959.22,-916.69,5042.53,3655.15,74,4E162A4ED3572AF0DDB0EBA4EDE92953C13A704D4E8D3CD787C7F6FCC2C266DC
adr_event_0_05_candidate_b_agreement_strict,2025-08,2025-08-31T23:59:59.999Z,6392.82,-1573.05,4819.77,-222.76,93,14B6B6637EA3C040E596EEA302A0EF600FAFFDAF2282F95F947E3F8BD6CBB1CA
adr_event_0_05_candidate_b_agreement_strict,2025-09,2025-09-30T23:59:59.999Z,6840.24,-4658.26,2181.98,-2637.79,175,21CB1F691FD98E632878B798A49774BA5EE1F4B2B0C0DCF58401C7AAEA8968C0
adr_event_0_05_candidate_b_agreement_strict,2025-10,2025-10-31T23:59:59.999Z,9665.51,-7542.94,2122.57,-59.4,284,7AC9F35BE4AD000F8EA49D0C523AF7FA2C437F5B682149ABE06F369D683CA72E
adr_event_0_05_candidate_b_agreement_strict,2025-11,2025-11-30T23:59:59.999Z,12537.3,-11193.25,1344.05,-778.53,297,7FA85F1FBD12ACBCED3BFDDF0483D210EC13421D9C6D18835728B00497BA74EF
adr_event_0_05_candidate_b_agreement_strict,2025-12,2025-12-31T23:59:59.999Z,14743.9,-22456.78,-7712.88,-9056.93,545,AFA9BAE10B54208D51FB5035998A8B3DE4186714D2695D3B9E1C5C60A1D9A55F
adr_event_0_05_candidate_b_agreement_strict,2026-01,2026-01-31T23:59:59.999Z,22724.18,-29000.04,-6275.86,1437.02,464,718019AF2B0189824F27ABF6D16225064E492AD0AF5FAF42DC4FEC2E2FAEC719
adr_event_0_05_candidate_b_agreement_strict,2026-02,2026-02-28T23:59:59.999Z,25960.65,-43070,-17109.36,-10833.5,561,8E06D00F87E816860BC30286BBA70AEF0C77AAA638246C6869814A00E9A39EDF
adr_event_0_05_candidate_b_agreement_strict,2026-03,2026-03-31T23:59:59.999Z,30369.49,-41836.48,-11466.98,5642.37,621,1C03D54016A0721638BAB692EA9575C22FEA426507752ABF836FC3EFEFF8C4FA
adr_event_0_05_candidate_b_agreement_strict,2026-04,2026-04-30T23:59:59.999Z,33608.43,-56501.33,-22892.89,-11425.91,691,B3D9AC83E1832D13E8CB617049F7550728004EBCE9EA3D3D4BD93CDEB524D0EC
adr_event_0_05_candidate_b_agreement_strict,2026-05,2026-05-31T23:59:59.999Z,-19453.95,0,-19453.95,3438.94,0,8D02DCE97CF46CCAD0420D71D31DF594B63DDBF84BAC615F6010C9A6D69732C8
adr_event_0_05_candidate_b_fade_strict,2025-01,2025-01-31T23:59:59.999Z,0,0,0,0,0,94680ECBA431ABCB29514E895A57D8DB637297FBD76D331F77C2C1DAFFA9E2DF
adr_event_0_05_candidate_b_fade_strict,2025-02,2025-02-28T23:59:59.999Z,0,0,0,0,0,4FB9F40F1505879352B767AED526D5B53FF8BE7FD0D0E2D5140B9A22262F4610
adr_event_0_05_candidate_b_fade_strict,2025-03,2025-03-31T23:59:59.999Z,0,0,0,0,0,F0573A0596F1A89B60F6D049D1E227DC8F1508081ECBF9BF6563F5C67F28D0DC
adr_event_0_05_candidate_b_fade_strict,2025-04,2025-04-30T23:59:59.999Z,6032.98,-1840.52,4192.46,4192.46,75,2B6B89138D389CA8D3D4A7CA3033C49E3F9D4A8A381BFE050AB451AFB4B59F9F
adr_event_0_05_candidate_b_fade_strict,2025-05,2025-05-31T23:59:59.999Z,8994.28,-4690.79,4303.5,111.03,180,FB7C9A4070B3ACFB2FD0745BAEE8BA30F38229CD2C89873DBEF812E2E88869F9
adr_event_0_05_candidate_b_fade_strict,2025-06,2025-06-30T23:59:59.999Z,10780.39,-11050.79,-270.4,-4573.89,246,2577D4CEA7816EDF1704AD684AF21598D535D5204D2ABDEA132231FA4EF6C380
adr_event_0_05_candidate_b_fade_strict,2025-07,2025-07-31T23:59:59.999Z,13048.62,-7874.99,5173.62,5444.02,295,5EAE3392BA042A195972EEC0CBFF02EA0CD13A2908499A16CCCCF06444B50A19
adr_event_0_05_candidate_b_fade_strict,2025-08,2025-08-31T23:59:59.999Z,15822.82,-15320.05,502.77,-4670.85,380,7EE5FBD69B05BC441B3FB6401B4828C6E1DC7F1E97FC83170AF6347D024870B4
adr_event_0_05_candidate_b_fade_strict,2025-09,2025-09-30T23:59:59.999Z,19048.11,-21297.39,-2249.29,-2752.06,427,9CEF973CD35DC70E6A1229E5B5577B4D9A4CBFA0B734BA2629FC81FD553C3FDA
adr_event_0_05_candidate_b_fade_strict,2025-10,2025-10-31T23:59:59.999Z,23949.43,-19107.02,4842.4,7091.69,493,0365C083D781E00338A5B7BBD2C1810055BA4BF78D6381F2FD0473D519EEEF7B
adr_event_0_05_candidate_b_fade_strict,2025-11,2025-11-30T23:59:59.999Z,28520.24,-20926.81,7593.43,2751.03,523,4435AA96140F25A704114D6DDDFB1441C8D14B61284B047E74F6288DFA6A092F
adr_event_0_05_candidate_b_fade_strict,2025-12,2025-12-31T23:59:59.999Z,30386.97,-26122.89,4264.08,-3329.35,450,3AAA71404991F2ECA978E1272940D80B64F4750750F7C3178716D347B0E36FB7
adr_event_0_05_candidate_b_fade_strict,2026-01,2026-01-31T23:59:59.999Z,34717.97,-25939.1,8778.88,4514.8,411,34D2F202E1D18E64481E439291AC4B0C8F4A9A752DE0263D6A007D90272A1DA5
adr_event_0_05_candidate_b_fade_strict,2026-02,2026-02-28T23:59:59.999Z,38018.66,-27845.65,10173.02,1394.14,351,77D5D3D2C2D890E6C34F1BBC1912E800D2643439AD142CBC88C141A21452A451
adr_event_0_05_candidate_b_fade_strict,2026-03,2026-03-31T23:59:59.999Z,41548.68,-20281.8,21266.88,11093.87,351,984C06500C78D9C24CB75D6196F3AC3E55F197E302A0C977BC93E38DB4200120
adr_event_0_05_candidate_b_fade_strict,2026-04,2026-04-30T23:59:59.999Z,45068.46,-25235.91,19832.55,-1434.33,411,24047751C14DF90B924AC371A1650CF10CB553ED82462D43B7E455F69A6A3CE8
adr_event_0_05_candidate_b_fade_strict,2026-05,2026-05-31T23:59:59.999Z,27758.23,0,27758.23,7925.67,0,1FA2F6FF61C29CBEB0716E16D73B23D51F21E7CBA929E951B96E414C36FB6B25
adr_event_0_075_type3_both_no_direction,2025-01,2025-01-31T23:59:59.999Z,0,0,0,0,0,ABFF1FE5192F1BFFDC9E56DF3773C69412EAB0AB703EACAD9A721B88A9ACA7DE
adr_event_0_075_type3_both_no_direction,2025-02,2025-02-28T23:59:59.999Z,0,0,0,0,0,817011E5B022374C3F0933BC1D2F3C850275215E42CD3BAF52E04513C6D31FBC
adr_event_0_075_type3_both_no_direction,2025-03,2025-03-31T23:59:59.999Z,0,0,0,0,0,963425EE8F56B59B83C227C985510E4F96B92F45496CEAB744C382B8F32F7517
adr_event_0_075_type3_both_no_direction,2025-04,2025-04-30T23:59:59.999Z,2496.74,2.25,2498.99,2498.99,19,38456A631CAF83095793346E6422BE1C35AAFA2CE78F080B4B98084BC5C5F0C5
adr_event_0_075_type3_both_no_direction,2025-05,2025-05-31T23:59:59.999Z,3419.14,-428.45,2990.69,491.7,24,220DEF47433F5DF211682085CDE29DD2C7778A02A2D953EFE32D2197F3DC719B
adr_event_0_075_type3_both_no_direction,2025-06,2025-06-30T23:59:59.999Z,4177.19,-1346.68,2830.51,-160.18,48,1E7BCE3321567F73FD75D7F53380454A7D1EF44A81D3FAC0B5105C885EA64799
adr_event_0_075_type3_both_no_direction,2025-07,2025-07-31T23:59:59.999Z,5396,-1317.29,4078.71,1248.2,81,9A6B2C7CCC513B832D7BD4FDC18D35861595E3731E90D3D523AEC3189761AD72
adr_event_0_075_type3_both_no_direction,2025-08,2025-08-31T23:59:59.999Z,6188.55,-2456.63,3731.92,-346.79,96,92D41DB70CD5467841C889CB79F0F648871620C2B72C6A70DFE6749C81BD22F1
adr_event_0_075_type3_both_no_direction,2025-09,2025-09-30T23:59:59.999Z,7199.59,-3523.69,3675.9,-56.02,105,FC1C60A46DEA818AA6AC589FE7FA7DD48B77778460B236990659805E8A9B7627
adr_event_0_075_type3_both_no_direction,2025-10,2025-10-31T23:59:59.999Z,8870.37,-3856.54,5013.83,1337.93,162,C358070ABCCB43466A1353CFFACB85DA201163ECF89596E1B30065F736B97C86
