variant_id,month,month_end_utc,closed_net_actual_to_month_end,open_marked_net_actual,marked_equity_actual,marked_month_delta_actual,open_trade_count,content_hash
adr_event_0_10_candidate_b_agreement_strict,2025-08,2025-08-31T23:59:59.999Z,320.73,-143.62,177.1,1.88,4,368022F29A243018ABE00AD42DB8329ED65D382869582A4AF39CEE764B446F1F
adr_event_0_10_candidate_b_agreement_strict,2025-09,2025-09-30T23:59:59.999Z,339.27,-87.26,252,74.9,3,4CE600FC93C9D97FB69BC212F665AE802F2EA44DD697126927A72152A6342A77
adr_event_0_10_candidate_b_agreement_strict,2025-10,2025-10-31T23:59:59.999Z,339.27,-27.84,311.42,59.42,3,D9386DA65F545A3F81584779EE3FC6693E50275D9FC3E3439A46E24E46EA03B6
adr_event_0_10_candidate_b_agreement_strict,2025-11,2025-11-30T23:59:59.999Z,507.42,-63.95,443.47,132.05,5,B780A577E42B6AA662ACB0FF03F0CFB017D9A2158EB402DBA66DCFBD3BAB22D0
adr_event_0_10_candidate_b_agreement_strict,2025-12,2025-12-31T23:59:59.999Z,566.56,-251.25,315.3,-128.17,19,28C4C94348C5D4527C69AE041A68536B14A29CAB2AD8FE95690DDA82F30955F9
adr_event_0_10_candidate_b_agreement_strict,2026-01,2026-01-31T23:59:59.999Z,795.37,-18.37,777,461.7,10,0855E7A1EAC345F127485E85AFF82B5C6C1AACA9A3B9FF2232230FD302DDFD26
adr_event_0_10_candidate_b_agreement_strict,2026-02,2026-02-28T23:59:59.999Z,1034.74,-140.35,894.39,117.38,18,D236C3252574743754BEE141D823100F1D92C875741C64A7AEDEF30F3DD66EF4
adr_event_0_10_candidate_b_agreement_strict,2026-03,2026-03-31T23:59:59.999Z,1185.91,-580.3,605.61,-288.77,29,C8553195B09AD6F1383A06525ED85753E18E6610F7AA6793C15CE29DF6EFC32C
adr_event_0_10_candidate_b_agreement_strict,2026-04,2026-04-30T23:59:59.999Z,1311.8,-177.83,1133.97,528.36,16,8FB3C9D3357239508EF394A7BBBF3652EF2D387E49B529395C010C4AA28B9FB4
adr_event_0_10_candidate_b_agreement_strict,2026-05,2026-05-31T23:59:59.999Z,1391.71,0,1391.71,257.73,0,0EA6A5B62D739B27BA3E83D3DDD41ACE35ED9C436341E2D99D3D977D7FA5C45C
adr_event_0_10_candidate_b_fade_strict,2025-01,2025-01-31T23:59:59.999Z,0,0,0,0,0,A61C0F3C76FC9DD661902825AC3C11A608A37B61C439DAEA3B63B50E97CE8058
adr_event_0_10_candidate_b_fade_strict,2025-02,2025-02-28T23:59:59.999Z,0,0,0,0,0,3C437343EED3D2950C7492D7F1D78C35B714DBD871DE3E47223479DC7F7BDB3E
adr_event_0_10_candidate_b_fade_strict,2025-03,2025-03-31T23:59:59.999Z,0,0,0,0,0,77BCA7172944E531CBFB7A942A7BE2A074671765C241442942B1CF0C7D7A9B51
adr_event_0_10_candidate_b_fade_strict,2025-04,2025-04-30T23:59:59.999Z,581.2,6.25,587.45,587.45,2,A385F6C06A7F2907941376A3E8565A8BEE9E34120736C8357458CFD463719911
adr_event_0_10_candidate_b_fade_strict,2025-05,2025-05-31T23:59:59.999Z,775.04,-107.8,667.24,79.79,4,7D6E9A4C2D10C2AE3276CA8810C36EBDD50AC42721505E942BFFFED654F633F5
adr_event_0_10_candidate_b_fade_strict,2025-06,2025-06-30T23:59:59.999Z,856.11,-412.13,443.99,-223.25,12,07FF52E120C33B6241E1443A25067CDFED9E94CDD62E3E9A9D59452B55DA8E28
adr_event_0_10_candidate_b_fade_strict,2025-07,2025-07-31T23:59:59.999Z,947.8,-489.08,458.72,14.73,20,D543B123D64F6BF00A8073063BFDB05223625E0862355B7119EA81A9930C86FE
adr_event_0_10_candidate_b_fade_strict,2025-08,2025-08-31T23:59:59.999Z,1025.65,-982.84,42.81,-415.91,28,0F60BF383A67CFDF938D9BCE904811C62CA6B51A47476877F3FBEBCBB6CAAE92
adr_event_0_10_candidate_b_fade_strict,2025-09,2025-09-30T23:59:59.999Z,1202.16,-1776.75,-574.6,-617.41,41,B12FE576BE53947C554F7B5909AD72FA541B1F4152FA168ADCC57B7701F72CD0
adr_event_0_10_candidate_b_fade_strict,2025-10,2025-10-31T23:59:59.999Z,1570.55,-1774.05,-203.5,371.09,51,C619289C6016CD359ED9E3F4BDDFBE3FECC61817C495AD9998B0B8E7BF86DD37
adr_event_0_10_candidate_b_fade_strict,2025-11,2025-11-30T23:59:59.999Z,1994.33,-1812.54,181.79,385.29,49,299CD697F12C5B1E14533728C50D31BA0ECEFC417CE29420AE1E3489E556A80F
adr_event_0_10_candidate_b_fade_strict,2025-12,2025-12-31T23:59:59.999Z,2094.74,-2168.59,-73.85,-255.64,38,3CE273C2B766236D3B203B49D256DE7B5987ED3506132C7F34440E47EF8CCBA2
adr_event_0_10_candidate_b_fade_strict,2026-01,2026-01-31T23:59:59.999Z,2361.16,-1290.65,1070.51,1144.36,33,2E4343A18D51BB27D1601D622577F5728A938192CE9C7E10A04F4ABB0B279AE0
adr_event_0_10_candidate_b_fade_strict,2026-02,2026-02-28T23:59:59.999Z,2407.53,-1562.49,845.04,-225.47,26,8BBE34942118F9B8A610D3EEF156CD92AAEBE98272C6D595C89FBD10959537E8
adr_event_0_10_candidate_b_fade_strict,2026-03,2026-03-31T23:59:59.999Z,2451.09,-1724.06,727.03,-118.01,30,77CD7790D424506368319359B1ECF14C974F430F1C9873B5A1C316D599ACB126
adr_event_0_10_candidate_b_fade_strict,2026-04,2026-04-30T23:59:59.999Z,2557.7,-1519.16,1038.54,311.51,28,591A2E7D2569CD0390F941D3827EE0421C1153568B0587C74C6409948BC3AD10
adr_event_0_10_candidate_b_fade_strict,2026-05,2026-05-31T23:59:59.999Z,1677.68,0,1677.68,639.14,0,43E223F6073008FF3E7F7EF5ED51708D995E2BAD92AA69138F8AABFB6B47C660
