variant_id,hedge_trigger,account_tp_usd,observer_time_ny,source_trade_rows,original_entries_preserved,corrected_closed_plus_marked_net_actual,corrected_profit_factor_closed_plus_marked,max_month_end_marked_dd_actual,worst_month,worst_marked_month_delta_actual,terminal_inventory_net_actual,terminal_inventory_loss_actual,terminal_inventory_loss_share_of_closed_net,terminal_inventory_net_loss_share_of_closed_net,terminal_open_original_count,terminal_open_hedge_count,terminal_open_inventory_count,hedge_open_count,hedge_source_pair_close_count,account_tp_flush_count,account_tp_flushed_original_count,account_tp_flushed_hedge_count,observer_count,carried_red_original_checks,locked_loss_at_hedge_open_total,avg_locked_loss_at_hedge_open,hedge_net_actual,original_net_while_hedged_actual,avg_hedge_hold_hours,max_open_original_count,max_open_hedge_count,max_gross_lots,baseline_max_gross_lots,max_gross_lot_ratio,top_pair,top_pair_contribution_pct,top_3_pairs,top_3_pair_contribution_pct,stress_double_commission_net,stress_double_commission_profit_factor,stress_slippage_0_1_net,stress_slippage_0_1_profit_factor,baseline_closed_plus_marked_net_actual,baseline_terminal_inventory_net_loss_share_of_closed_net,baseline_top_pair_contribution_pct,baseline_top_3_pair_contribution_pct,fixes_gate95r_failure_reason,gross_exposure_guard_pass,concentration_not_worse,materially_improves_terminal_inventory,materially_improves_pair_concentration,cost_fragility_not_worse,decision_improved_row,decision_reason,content_hash
adr_event_0_05_type3_long_only,corrected_marked_net_lt_0,100,16:00 America/New_York,8912,8912,-1189.64,0.970099,-2193.15,2025-08,-484.74,-1762.69,-13205.19,23.043909,3.075999,288,273,561,3611,3322,1,28,16,368,3611,-13758.73,-3.810227,-14973.56,680.43,675.801389,444,408,17.02,9.02,1.886918,AUDCAD,,AUDCAD|GBPJPY|CHFJPY,,-2663,0.933933,-1408.98,0.964656,21203.43,0.47848,47.404787,90.979609,false,false,false,false,false,false,false,corrected_closed_plus_marked_net_not_positive;terminal_inventory_net_loss_share_not_below_25pct_closed_net;max_gross_lot_ratio_gt_guard;concentration_worse_or_missing;cost_fragility_worse_or_missing;0_05_terminal_inventory_not_materially_improved;0_05_pair_concentration_not_materially_improved;gate95r_failure_reason_not_fixed,E3BFD766F90133F5601C1F1B68A4234661F76158F51D64A5F8C3353EA6CE1F14
adr_event_0_05_type3_long_only,corrected_marked_net_lt_0,250,16:00 America/New_York,8912,8912,-1189.64,0.970099,-2193.15,2025-08,-484.74,-1762.69,-13205.19,23.043909,3.075999,288,273,561,3611,3322,1,28,16,368,3611,-13758.73,-3.810227,-14973.56,680.43,675.801389,444,408,17.02,9.02,1.886918,AUDCAD,,AUDCAD|GBPJPY|CHFJPY,,-2663,0.933933,-1408.98,0.964656,21203.43,0.47848,47.404787,90.979609,false,false,false,false,false,false,false,corrected_closed_plus_marked_net_not_positive;terminal_inventory_net_loss_share_not_below_25pct_closed_net;max_gross_lot_ratio_gt_guard;concentration_worse_or_missing;cost_fragility_worse_or_missing;0_05_terminal_inventory_not_materially_improved;0_05_pair_concentration_not_materially_improved;gate95r_failure_reason_not_fixed,80872B613E13070E6E71DD848844301600D81AF260534BA7C6A2EA512C25F4D8
adr_event_0_05_type3_long_only,corrected_marked_net_lt_minus_1x_commission,25,16:00 America/New_York,8912,8912,-1214.9,0.969416,-2214.21,2025-05,-485.47,-1853.71,-13208.8,20.677083,2.901805,288,272,560,3542,3254,1,28,16,368,3687,-14094.23,-3.979173,-14998.81,377.39,687.496287,444,408,16.96,9.02,1.880266,AUDJPY,,AUDJPY|AUDCAD|GBPJPY,,-2678.6,0.933428,-1432.86,0.964,21203.43,0.47848,47.404787,90.979609,false,false,false,false,false,false,false,corrected_closed_plus_marked_net_not_positive;terminal_inventory_net_loss_share_not_below_25pct_closed_net;max_gross_lot_ratio_gt_guard;concentration_worse_or_missing;cost_fragility_worse_or_missing;0_05_terminal_inventory_not_materially_improved;0_05_pair_concentration_not_materially_improved;gate95r_failure_reason_not_fixed,F172EFF95CCEAC13E03DADF523E28576E5CB7C249E58C07F756329F800E31735
adr_event_0_05_type3_long_only,corrected_marked_net_lt_minus_1x_commission,50,16:00 America/New_York,8912,8912,-1214.9,0.969416,-2214.21,2025-05,-485.47,-1853.71,-13208.8,20.677083,2.901805,288,272,560,3542,3254,1,28,16,368,3687,-14094.23,-3.979173,-14998.81,377.39,687.496287,444,408,16.96,9.02,1.880266,AUDJPY,,AUDJPY|AUDCAD|GBPJPY,,-2678.6,0.933428,-1432.86,0.964,21203.43,0.47848,47.404787,90.979609,false,false,false,false,false,false,false,corrected_closed_plus_marked_net_not_positive;terminal_inventory_net_loss_share_not_below_25pct_closed_net;max_gross_lot_ratio_gt_guard;concentration_worse_or_missing;cost_fragility_worse_or_missing;0_05_terminal_inventory_not_materially_improved;0_05_pair_concentration_not_materially_improved;gate95r_failure_reason_not_fixed,4C557FE33990E59CA72EFDDEF2CDA979775C2D4080D078243200C068473AD746
adr_event_0_05_type3_long_only,corrected_marked_net_lt_minus_1x_commission,100,16:00 America/New_York,8912,8912,-1214.9,0.969416,-2214.21,2025-05,-485.47,-1853.71,-13208.8,20.677083,2.901805,288,272,560,3542,3254,1,28,16,368,3687,-14094.23,-3.979173,-14998.81,377.39,687.496287,444,408,16.96,9.02,1.880266,AUDJPY,,AUDJPY|AUDCAD|GBPJPY,,-2678.6,0.933428,-1432.86,0.964,21203.43,0.47848,47.404787,90.979609,false,false,false,false,false,false,false,corrected_closed_plus_marked_net_not_positive;terminal_inventory_net_loss_share_not_below_25pct_closed_net;max_gross_lot_ratio_gt_guard;concentration_worse_or_missing;cost_fragility_worse_or_missing;0_05_terminal_inventory_not_materially_improved;0_05_pair_concentration_not_materially_improved;gate95r_failure_reason_not_fixed,AABCFD9C608F008F4A7CB91ED9D36053251D1E6B6AD451876F3A3B7B80D4DFE0
adr_event_0_05_type3_long_only,corrected_marked_net_lt_minus_1x_commission,250,16:00 America/New_York,8912,8912,-1214.9,0.969416,-2214.21,2025-05,-485.47,-1853.71,-13208.8,20.677083,2.901805,288,272,560,3542,3254,1,28,16,368,3687,-14094.23,-3.979173,-14998.81,377.39,687.496287,444,408,16.96,9.02,1.880266,AUDJPY,,AUDJPY|AUDCAD|GBPJPY,,-2678.6,0.933428,-1432.86,0.964,21203.43,0.47848,47.404787,90.979609,false,false,false,false,false,false,false,corrected_closed_plus_marked_net_not_positive;terminal_inventory_net_loss_share_not_below_25pct_closed_net;max_gross_lot_ratio_gt_guard;concentration_worse_or_missing;cost_fragility_worse_or_missing;0_05_terminal_inventory_not_materially_improved;0_05_pair_concentration_not_materially_improved;gate95r_failure_reason_not_fixed,FC3B35E058406CA4A9A2495FDA9DDD3A86ADDF1F503B5E830CFE5D7786340883
adr_event_0_075_type3_long_only,corrected_marked_net_lt_0,25,16:00 America/New_York,2621,2621,-212.85,0.982139,-506.61,2025-08,-164.41,-439.26,-2552.52,11.273772,1.940076,113,103,216,1191,1086,1,7,2,368,1191,-4656.46,-3.909708,-7876.51,3053.51,658.070557,208,190,7.96,4.16,1.913462,AUDUSD,,AUDUSD,,-686.61,0.943196,-289.56,0.975758,11589.14,0.138387,39.790702,92.126505,false,false,false,false,false,false,false,reference_or_control_row;corrected_closed_plus_marked_net_not_positive,7FD645F79FC31E79AE4315F97626BC53C7D984EE27A7090CCD59F5DBF475D0E2
adr_event_0_075_type3_long_only,corrected_marked_net_lt_0,50,16:00 America/New_York,2621,2621,-212.85,0.982139,-506.61,2025-08,-164.41,-439.26,-2552.52,11.273772,1.940076,113,103,216,1191,1086,1,7,2,368,1191,-4656.46,-3.909708,-7876.51,3053.51,658.070557,208,190,7.96,4.16,1.913462,AUDUSD,,AUDUSD,,-686.61,0.943196,-289.56,0.975758,11589.14,0.138387,39.790702,92.126505,false,false,false,false,false,false,false,reference_or_control_row;corrected_closed_plus_marked_net_not_positive,854B0D5EC8ABB450C6001EF4CBDE8CE75C2F0C7E1E37F84AFE94D7FB6A60087F
adr_event_0_075_type3_long_only,corrected_marked_net_lt_0,100,16:00 America/New_York,2621,2621,-212.85,0.982139,-506.61,2025-08,-164.41,-439.26,-2552.52,11.273772,1.940076,113,103,216,1191,1086,1,7,2,368,1191,-4656.46,-3.909708,-7876.51,3053.51,658.070557,208,190,7.96,4.16,1.913462,AUDUSD,,AUDUSD,,-686.61,0.943196,-289.56,0.975758,11589.14,0.138387,39.790702,92.126505,false,false,false,false,false,false,false,reference_or_control_row;corrected_closed_plus_marked_net_not_positive,E8F98ED4121DD7F6D51696C1373308030BED7DAEDEB3F6A0D2C61B0FA0F2C43C
adr_event_0_075_type3_long_only,corrected_marked_net_lt_0,250,16:00 America/New_York,2621,2621,-214.99,0.982002,-506.61,2025-08,-164.41,-439.26,-2552.52,11.381377,1.958594,113,103,216,1196,1093,0,0,0,368,1196,-4671.52,-3.905953,-7929.03,3088.83,655.538894,208,190,7.96,4.16,1.913462,AUDUSD,,AUDUSD,,-689.45,0.943092,-291.82,0.975627,11589.14,0.138387,39.790702,92.126505,false,false,false,false,false,false,false,reference_or_control_row;corrected_closed_plus_marked_net_not_positive,5F29ACA090DFE54FB7FA1210DC2F458F0BD0007F89FBC3DB416D03FDBB81BCD1
adr_event_0_075_type3_long_only,corrected_marked_net_lt_minus_1x_commission,25,16:00 America/New_York,2621,2621,-237.38,0.980111,-523.27,2025-08,-164.38,-442.6,-2550.08,12.426418,2.156746,113,102,215,1171,1067,1,7,2,368,1211,-4756.96,-4.062302,-7901.05,2980.16,668.195631,208,190,7.96,4.16,1.913462,AUDUSD,,AUDUSD,,-708.34,0.941475,-313.63,0.973783,11589.14,0.138387,39.790702,92.126505,false,false,false,false,false,false,false,reference_or_control_row;corrected_closed_plus_marked_net_not_positive,C9D9A468D9E5427333EA330BA1E5D5D7DD762695D491473D551199FB1CFB3C47
adr_event_0_075_type3_long_only,corrected_marked_net_lt_minus_1x_commission,50,16:00 America/New_York,2621,2621,-237.38,0.980111,-523.27,2025-08,-164.38,-442.6,-2550.08,12.426418,2.156746,113,102,215,1171,1067,1,7,2,368,1211,-4756.96,-4.062302,-7901.05,2980.16,668.195631,208,190,7.96,4.16,1.913462,AUDUSD,,AUDUSD,,-708.34,0.941475,-313.63,0.973783,11589.14,0.138387,39.790702,92.126505,false,false,false,false,false,false,false,reference_or_control_row;corrected_closed_plus_marked_net_not_positive,0DACB3BCB42AB5EDE3AD8970F63CFA53DB2464E6C14143AA9D085FF19F506A09
adr_event_0_075_type3_long_only,corrected_marked_net_lt_minus_1x_commission,100,16:00 America/New_York,2621,2621,-237.38,0.980111,-523.27,2025-08,-164.38,-442.6,-2550.08,12.426418,2.156746,113,102,215,1171,1067,1,7,2,368,1211,-4756.96,-4.062302,-7901.05,2980.16,668.195631,208,190,7.96,4.16,1.913462,AUDUSD,,AUDUSD,,-708.34,0.941475,-313.63,0.973783,11589.14,0.138387,39.790702,92.126505,false,false,false,false,false,false,false,reference_or_control_row;corrected_closed_plus_marked_net_not_positive,3BD30314BDC81DC675ADA0B646B80D8FEAD6CDE4B9D322DBAD24C41B0CAABE78
adr_event_0_075_type3_long_only,corrected_marked_net_lt_minus_1x_commission,250,16:00 America/New_York,2621,2621,-239.52,0.979979,-523.27,2025-08,-164.38,-442.6,-2550.08,12.557406,2.17948,113,102,215,1176,1074,0,0,0,368,1216,-4772.01,-4.057835,-7953.56,3015.48,665.577863,208,190,7.96,4.16,1.913462,AUDUSD,,AUDUSD,,-711.18,0.941375,-315.88,0.973657,11589.14,0.138387,39.790702,92.126505,false,false,false,false,false,false,false,reference_or_control_row;corrected_closed_plus_marked_net_not_positive,DEC20E38D70A922E35BA069BE80C1024DC2FAFD3CBD7BA7369B85601A1D52E2B
time_h1_type3_long_only,corrected_marked_net_lt_0,25,16:00 America/New_York,544,544,-118.3,0.974186,-207.97,2025-08,-59.84,-190.83,-2016.41,27.800522,2.631061,52,48,100,333,283,1,4,2,368,333,-1206.39,-3.622804,-904.17,-350.54,887.236637,54,48,2.04,1.1,1.854545,USDCHF,,,,-241.08,0.947942,-140.31,0.969441,727.33,0.734579,154.689911,174.720691,false,false,false,false,false,false,false,reference_or_control_row;corrected_closed_plus_marked_net_not_positive,C48418258AD3F10A8CD532CFE1D04809E58FF5AEB29BBC735049CD63C53ECB26
time_h1_type3_long_only,corrected_marked_net_lt_0,50,16:00 America/New_York,544,544,-118.52,0.975188,-208.28,2025-08,-59.93,-195.97,-2219.86,28.661664,2.530322,53,49,102,333,284,0,0,0,368,333,-1206.39,-3.622804,-711.28,-543.86,917.131532,55,49,2.08,1.1,1.890909,USDCHF,,,,-241.3,0.949991,-140.54,0.970633,727.33,0.734579,154.689911,174.720691,false,false,false,false,false,false,false,reference_or_control_row;corrected_closed_plus_marked_net_not_positive,80C02FFC36CB4F60BD03DF784E5EC74C1206207F3A6AAE7C7480BB4C8FE60930
time_h1_type3_long_only,corrected_marked_net_lt_0,100,16:00 America/New_York,544,544,-118.52,0.975188,-208.28,2025-08,-59.93,-195.97,-2219.86,28.661664,2.530322,53,49,102,333,284,0,0,0,368,333,-1206.39,-3.622804,-711.28,-543.86,917.131532,55,49,2.08,1.1,1.890909,USDCHF,,,,-241.3,0.949991,-140.54,0.970633,727.33,0.734579,154.689911,174.720691,false,false,false,false,false,false,false,reference_or_control_row;corrected_closed_plus_marked_net_not_positive,24806F349300336046F8F8A606392B2243A420E786089F8A00E2EEF1F36B8BE8
time_h1_type3_long_only,corrected_marked_net_lt_0,250,16:00 America/New_York,544,544,-118.52,0.975188,-208.28,2025-08,-59.93,-195.97,-2219.86,28.661664,2.530322,53,49,102,333,284,0,0,0,368,333,-1206.39,-3.622804,-711.28,-543.86,917.131532,55,49,2.08,1.1,1.890909,USDCHF,,,,-241.3,0.949991,-140.54,0.970633,727.33,0.734579,154.689911,174.720691,false,false,false,false,false,false,false,reference_or_control_row;corrected_closed_plus_marked_net_not_positive,FA6925AF4ECC907275C4B8D3C8095E40D857B0059054967B8BB2F66CA444692D
time_h1_type3_long_only,corrected_marked_net_lt_minus_1x_commission,25,16:00 America/New_York,544,544,-140.52,0.969433,-227.16,2025-04,-56.88,-200.66,-2018.21,33.55807,3.336451,52,48,100,326,276,1,4,2,368,345,-1258.25,-3.859675,-926.38,-379.29,904.002812,54,48,2.04,1.1,1.854545,USDCHF,,USDCHF,,-262.32,0.94352,-162.35,0.964749,727.33,0.734579,154.689911,174.720691,false,false,false,false,false,false,false,reference_or_control_row;corrected_closed_plus_marked_net_not_positive,DEA8B5B147C257ED16C9BDBA726179D08A31D740D13769A2BBF4D0FA49B3AD8F
time_h1_type3_long_only,corrected_marked_net_lt_minus_1x_commission,50,16:00 America/New_York,544,544,-140.74,0.970625,-227.47,2025-04,-56.84,-205.8,-2221.66,34.147891,3.163193,53,49,102,326,277,0,0,0,368,345,-1258.25,-3.859675,-733.49,-572.62,934.539622,55,49,2.08,1.1,1.890909,USDCHF,,USDCHF,,-262.54,0.945741,-162.58,0.966127,727.33,0.734579,154.689911,174.720691,false,false,false,false,false,false,false,reference_or_control_row;corrected_closed_plus_marked_net_not_positive,6B8C2D0FE10680EA0C7D318A6CC6ED8256A8FA0D2F198719CA683D5D42790A0C
time_h1_type3_long_only,corrected_marked_net_lt_minus_1x_commission,100,16:00 America/New_York,544,544,-140.74,0.970625,-227.47,2025-04,-56.84,-205.8,-2221.66,34.147891,3.163193,53,49,102,326,277,0,0,0,368,345,-1258.25,-3.859675,-733.49,-572.62,934.539622,55,49,2.08,1.1,1.890909,USDCHF,,USDCHF,,-262.54,0.945741,-162.58,0.966127,727.33,0.734579,154.689911,174.720691,false,false,false,false,false,false,false,reference_or_control_row;corrected_closed_plus_marked_net_not_positive,003ABB0EC88D0B940BBE1A8694E9F05DAA682E2E5977B725AB409BBF5FCC149A
time_h1_type3_long_only,corrected_marked_net_lt_minus_1x_commission,250,16:00 America/New_York,544,544,-140.74,0.970625,-227.47,2025-04,-56.84,-205.8,-2221.66,34.147891,3.163193,53,49,102,326,277,0,0,0,368,345,-1258.25,-3.859675,-733.49,-572.62,934.539622,55,49,2.08,1.1,1.890909,USDCHF,,USDCHF,,-262.54,0.945741,-162.58,0.966127,727.33,0.734579,154.689911,174.720691,false,false,false,false,false,false,false,reference_or_control_row;corrected_closed_plus_marked_net_not_positive,FF7F1C547A23A73FB09B117ACD5F048E0991366C95308A6DAD499AFB3595D0C3
