candidate_b_context_bucket,variant_id,trades,net_usd_model,profit_factor,terminal_liquidations,avg_hold_hours,content_hash
adr_event_0_05_type3_short_only|agree,adr_event_0_05_type3_short_only,6648,-3544917.3,0.431347,540,391.028255,991B40FEE61BD94F05850AE497C8798140DD136B67F33DA0B9B24F1BB5D6F445
adr_event_0_05_type3_short_only|fade,adr_event_0_05_type3_short_only,4369,153607.78,6.908873,80,137.88135,342EF101A6A5301781BDF0D862BA4FA5FC70FAB3BDC45C46D2C965D0BF3780B2
adr_event_0_075_candidate_b_agreement_strict|agree,adr_event_0_075_candidate_b_agreement_strict,1210,6658.52,141.016393,26,183.648134,8F23B6ED838C5F0DED472980EA868E6D29F5FDB48ECE01D69B821CD8F8581819
adr_event_0_075_candidate_b_fade_strict|fade,adr_event_0_075_candidate_b_fade_strict,3016,14888.83,9.440733,99,255.167748,23FAFBB9392FB2D08929588487185823AFEDC7EA7A2915229492546BE31910CD
adr_event_0_075_type3_both_no_direction|agree,adr_event_0_075_type3_both_no_direction,1210,6658.52,141.016393,26,183.648134,464002652BF3D58A3FD581DFC131B760932749FA1ABDF96DE3AB00C2338A5EE6
adr_event_0_075_type3_both_no_direction|fade,adr_event_0_075_type3_both_no_direction,3016,14888.83,9.440733,99,255.167748,50C33A6376F338322D74BB0B421A38EF0E5ECDE608B6050A5B27D96AD8468B29
adr_event_0_075_type3_long_only|agree,adr_event_0_075_type3_long_only,780,3653.62,77.828897,26,228.601279,5B8E8B8317B80DB53D7A92226794F8E2F2CF9C7D85A0A14A55547AC5B77B982E
adr_event_0_075_type3_long_only|fade,adr_event_0_075_type3_long_only,1841,6686.85,4.974738,92,377.703637,B47AD8880E8767FC6940CB2B67E616A895FF85BD9B80F4301F14CC41FD3B4D92
adr_event_0_075_type3_short_only|agree,adr_event_0_075_type3_short_only,430,3004.9,,0,102.10522,EA0AC56A56EB44E353939ADD3FD4963536D51B70364A850144DE89F622CCE26F
adr_event_0_075_type3_short_only|fade,adr_event_0_075_type3_short_only,1175,8201.98,101.527439,7,63.177476,295D030426F6F8805CF26DC6FA815FAFF674F9F8905FD05433F7F3303AA6D379
adr_event_0_10_candidate_b_agreement_strict|agree,adr_event_0_10_candidate_b_agreement_strict,292,1497.14,150.764153,11,303.085652,E13C1324F64B04D285A369A9D661E331ABA49805D3AC99852DBA550A8CFB82F4
adr_event_0_10_candidate_b_fade_strict|fade,adr_event_0_10_candidate_b_fade_strict,560,2545.69,3.824412,38,503.469809,6265846371BAD80FDDE41919B607E932837458146716C350C42EC5DFCBF081A4
adr_event_0_10_type3_both_no_direction|agree,adr_event_0_10_type3_both_no_direction,292,1497.14,150.764153,11,303.085652,96EF4FF4CC5F9FF0A4E2D41A25BCC0B24629956B358F102C2CEBC9B82DE86D64
adr_event_0_10_type3_both_no_direction|fade,adr_event_0_10_type3_both_no_direction,560,2545.69,3.824412,38,503.469809,00F19D1B48C31F8BEA443650581B9893D36970D0A87B3F4A3B92EB569662FE2C
adr_event_0_10_type3_long_only|agree,adr_event_0_10_type3_long_only,149,658.94,66.91658,11,434.015481,311AD9DB35B33FC104E04922A39A6F296199266CDA222E56E30F4A9943F34998
adr_event_0_10_type3_long_only|fade,adr_event_0_10_type3_long_only,239,96.18,1.110997,32,1064.707538,B175300A28812961FEDDC5D6036E7F1C09DB5997725D1131A662A27BB1FB5869
adr_event_0_10_type3_short_only|agree,adr_event_0_10_type3_short_only,143,838.19,,0,166.662265,CD6BDA900A1032AF5419C927866B776633287C96C33239833D4EB57E40122A9B
adr_event_0_10_type3_short_only|fade,adr_event_0_10_type3_short_only,321,2449.5,71.439176,6,85.60122,93A3AB9B4EF1ECE6FCBAD564EB5DC180FA54D74D1AAEA01DD6A47EBA60E97547
time_h1_candidate_b_agreement_strict|agree,time_h1_candidate_b_agreement_strict,83,264.84,3.759268,8,473.758614,41CD12931EB1A83D583CD5A326F8D4CB51975CCB29C945FDD50022AB8844E6C1
time_h1_candidate_b_fade_strict|fade,time_h1_candidate_b_fade_strict,461,204.8,1.109217,45,601.708901,5152846B37B15B32E49F2C66DDD59D7140430A5926DFE92B8B995703B31E51B9
time_h1_type3_both_no_direction|agree,time_h1_type3_both_no_direction,83,264.84,3.759268,8,473.758614,B0F34CE73C307235A446DB2B473078BF5092DEDE7D263B4F700784A98701C273
time_h1_type3_both_no_direction|fade,time_h1_type3_both_no_direction,461,204.8,1.109217,45,601.708901,E44637ABF0A6F76FA54BD43FB4D3C5D91A1C1984378CE9387E682A72D61EC054
time_h1_type3_long_only|agree,time_h1_type3_long_only,83,264.84,3.759268,8,473.758614,753A83F9396A7A60A74B0344BAE6E983BDA3900DED640A191857EE1DBDB785DE
time_h1_type3_long_only|fade,time_h1_type3_long_only,461,204.8,1.109217,45,601.708901,CBDA979AD20D46B98669D1588684875AFCFFCA0E2F0675B1257A303C61C116DD
