row_key,week_open_utc,pair,candidate_b_side,path_efficiency_week,week_range_adr,range_ratio_pair,efficiency_bucket,range_floor_adr,range_condition_pass,range_expansion_bucket,geometry_regime,geometry_harvestable_candidate,all_in_cost_adr,cost_floor_multiple,cost_floor_quantum_adr,cost_safe_quantum_pass,grid_quantum_adr,signal_adr_brick,adaptive_spacing_formula_id,adaptive_spacing_raw_adr,adaptive_spacing_adr,adaptive_spacing_range_floor_adr,adaptive_range_condition_pass,adaptive_signal_adr_brick,adaptive_spacing_tradability_pass,trigger_candidates,long_trigger_candidates,short_trigger_candidates,first_trigger_timestamp_utc,family_alignment_long_context,family_alignment_short_context,content_hash
2022-01-10T00:00:00.000Z|AUDCAD,2022-01-10T00:00:00.000Z,AUDCAD,LONG,0.002091,1.578436,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.526145,0.3,0.9,true,0.075,,8,8,0,2022-01-11T15:30:00.000Z,-0.122432,0.065812,7EAE3917E4DABB7389E2942171533764EB4A38C53BD8C55D0AF26CBEB3847889
2022-01-10T00:00:00.000Z|AUDCHF,2022-01-10T00:00:00.000Z,AUDCHF,LONG,0.001487,2.077671,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.692557,0.3,0.9,true,0.075,,9,6,3,2022-01-10T14:33:00.000Z,-0.117021,0.065812,3CCA9990052675DDF550968AD0F603943817789C778999DF2D833C2A20C3C405
2022-01-10T00:00:00.000Z|AUDJPY,2022-01-10T00:00:00.000Z,AUDJPY,LONG,0.011733,2.113082,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.704361,0.3,0.9,true,0.075,,2,2,0,2022-01-14T14:37:00.000Z,-1.458613,0.065812,9599B85FA1423CC0A04BD6F5B486F693E2B11521CE013A93D244CCE3754B8623
2022-01-10T00:00:00.000Z|AUDNZD,2022-01-10T00:00:00.000Z,AUDNZD,SHORT,0.00011,1.709046,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.569682,0.3,0.9,true,0.075,,6,3,3,2022-01-11T18:36:00.000Z,-0.065812,-0.078866,BF4E112617090B2FE45151DE514B3223F5D085C6D8544A99B7D2751FADB507D9
2022-01-10T00:00:00.000Z|AUDUSD,2022-01-10T00:00:00.000Z,AUDUSD,LONG,0.010181,2.904655,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.968218,0.3,0.9,true,0.075,,5,5,0,2022-01-11T15:00:00.000Z,-0.065812,-1.390442,D6283B8A191AC1760572541D00CFDD7E891D7E52237FEBF224ACA34AB1CBFB76
2022-01-10T00:00:00.000Z|CADCHF,2022-01-10T00:00:00.000Z,CADCHF,LONG,0.000296,2.348884,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.782961,0.3,0.9,true,0.075,,6,1,5,2022-01-11T08:11:00.000Z,-0.117021,-0.122432,FE3F31555DDD03CA38471D01D5CC48BBCE566E8CFEA1E0CFD313554543625869
2022-01-10T00:00:00.000Z|CADJPY,2022-01-10T00:00:00.000Z,CADJPY,LONG,0.011052,2.088552,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.696184,0.3,0.9,true,0.075,,5,3,2,2022-01-11T13:51:00.000Z,-1.458613,-0.122432,5F981FA79C12A949374F41F466104D4D5850B7CCB876362D487C2444DBBA5012
2022-01-10T00:00:00.000Z|CHFJPY,2022-01-10T00:00:00.000Z,CHFJPY,LONG,0.014832,1.744437,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.581479,0.3,0.9,true,0.075,,0,0,0,,-1.458613,-0.117021,5E5B97D27944F33821E43AE290CA2EAAF945509AE7B2F7CAE33709F8AFD861E9
2022-01-10T00:00:00.000Z|EURAUD,2022-01-10T00:00:00.000Z,EURAUD,LONG,0.000396,1.381309,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.460436,0.3,0.9,true,0.075,,3,0,3,2022-01-10T16:05:00.000Z,-0.060852,-0.065812,1A809A56AFD8D724D01E89F8F6D6AACF70AFB037B65D784016437321CE148447
2022-01-10T00:00:00.000Z|EURCAD,2022-01-10T00:00:00.000Z,EURCAD,LONG,0.001509,1.643182,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.547727,0.3,0.9,true,0.075,,6,4,2,2022-01-10T15:45:00.000Z,-0.122432,0.060852,1BC7A8950219DA8E4E37C0E6B8C0047D0DD8DFDD099690CB54E5450A28A12F3F
2022-01-10T00:00:00.000Z|EURCHF,2022-01-10T00:00:00.000Z,EURCHF,LONG,0.002077,2.033908,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.677969,0.3,0.9,true,0.075,,1,1,0,2022-01-13T15:02:00.000Z,-0.117021,0.060852,06D793429B3595F0D0238C95C57227BE7FAA7BFCA9003574E8783F8E935A5C43
2022-01-10T00:00:00.000Z|EURGBP,2022-01-10T00:00:00.000Z,EURGBP,LONG,0.000712,1.040241,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.346747,0.3,0.9,true,0.075,,1,0,1,2022-01-12T15:58:00.000Z,-0.060852,-0.102094,70553FAE5FF7EB2D98B493553AC170266A4CCBF7DE599524141084D9DC4B725F
2022-01-10T00:00:00.000Z|EURJPY,2022-01-10T00:00:00.000Z,EURJPY,LONG,0.0168,2.014886,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.671629,0.3,0.9,true,0.075,,2,1,1,2022-01-10T16:17:00.000Z,-1.458613,0.060852,92150E36BCC4A01404D3D6684D079C14A2ED8CC37A1BEE117B0F7FA0683ABE0A
2022-01-10T00:00:00.000Z|EURNZD,2022-01-10T00:00:00.000Z,EURNZD,LONG,0.000422,1.520649,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.506883,0.3,0.9,true,0.075,,8,1,7,2022-01-11T14:45:00.000Z,-0.060852,-0.078866,754049FA6446A60C37EFDA61E92EA4519FF6771488FF4209AC7BC7EC5BD597E0
2022-01-10T00:00:00.000Z|EURUSD,2022-01-10T00:00:00.000Z,EURUSD,SHORT,0.014899,2.815116,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.938372,0.3,0.9,true,0.075,,4,4,0,2022-01-11T14:10:00.000Z,-0.060852,-1.390442,7C4BDAA4341DFE44E4EBF4E4D8693CBD0AC9B2EF984E8637AD22C7495D68A33E
2022-01-10T00:00:00.000Z|GBPAUD,2022-01-10T00:00:00.000Z,GBPAUD,LONG,0.000274,1.624136,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.541379,0.3,0.9,true,0.075,,5,0,5,2022-01-11T14:44:00.000Z,-0.102094,-0.065812,8767D9F842F1A764D8981807A3B1AEB1CAA84883D6AB6C16A2C53C29F4188E9E
2022-01-10T00:00:00.000Z|GBPCAD,2022-01-10T00:00:00.000Z,GBPCAD,LONG,0.002384,1.456889,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.48563,0.3,0.9,true,0.075,,1,1,0,2022-01-11T17:11:00.000Z,-0.122432,0.102094,4C605FF58DE53ED02109927803EB69BF0764BC579B8B40E8D7EF52A5A230E417
2022-01-10T00:00:00.000Z|GBPCHF,2022-01-10T00:00:00.000Z,GBPCHF,LONG,0.002146,2.218478,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.739493,0.3,0.9,true,0.075,,11,5,6,2022-01-11T08:42:00.000Z,-0.117021,0.102094,81BF926D3AAE421650010D0265D573230D0E81AF77DDECEFFAA4CB08F72FBE25
2022-01-10T00:00:00.000Z|GBPJPY,2022-01-10T00:00:00.000Z,GBPJPY,LONG,0.015815,2.026124,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.675375,0.3,0.9,true,0.075,,4,4,0,2022-01-13T13:32:00.000Z,-1.458613,0.102094,D7A6BF221D86D1FC84FDCA6E461A56E476B70EE36C96AE5FA8D54DEE47832A00
2022-01-10T00:00:00.000Z|GBPNZD,2022-01-10T00:00:00.000Z,GBPNZD,LONG,0.000244,1.884661,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.62822,0.3,0.9,true,0.075,,10,4,6,2022-01-10T16:05:00.000Z,-0.102094,-0.078866,33E25C593CB7BD0D5189372AD52946A36A2493644D1893F7F744BE74C5BA4A85
2022-01-10T00:00:00.000Z|GBPUSD,2022-01-10T00:00:00.000Z,GBPUSD,SHORT,0.014428,2.763804,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.921268,0.3,0.9,true,0.075,,3,2,1,2022-01-10T15:53:00.000Z,-0.102094,-1.390442,373E885342C4A4BF17B693937E1FD59CAEA3219903AF9E1A27DBA9EED66BB5B6
2022-01-10T00:00:00.000Z|NZDCAD,2022-01-10T00:00:00.000Z,NZDCAD,SHORT,0.001998,1.880714,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.626905,0.3,0.9,true,0.075,,1,1,0,2022-01-14T15:05:00.000Z,-0.122432,0.078866,5A88F47B0029A7B0FE16A353DBFED26EAA1DC5D866BA02820502F5EFAFEBC273
2022-01-10T00:00:00.000Z|NZDCHF,2022-01-10T00:00:00.000Z,NZDCHF,LONG,0.001471,1.872338,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.624113,0.3,0.9,true,0.075,,8,5,3,2022-01-10T16:43:00.000Z,-0.117021,0.078866,D6E4415F5DB2B70AF93E768F5A11335395FDC2ABDA3EC18CA2049D2FE0009A7C
2022-01-10T00:00:00.000Z|NZDJPY,2022-01-10T00:00:00.000Z,NZDJPY,LONG,0.012301,2.002638,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.667546,0.3,0.9,true,0.075,,8,1,7,2022-01-11T00:02:00.000Z,-1.458613,0.078866,AF3615612E3A1C41D8FB92E8AEAD1DC99C3918B483466985FBDC237186073B64
2022-01-10T00:00:00.000Z|NZDUSD,2022-01-10T00:00:00.000Z,NZDUSD,LONG,0.010396,2.981296,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.993765,0.3,0.9,true,0.075,,4,1,3,2022-01-13T15:01:00.000Z,-0.078866,-1.390442,5A1F20FF8C0F3403FDE7A54D0575A1F92B4A48E05688F554429B876336251BDD
2022-01-10T00:00:00.000Z|USDCAD,2022-01-10T00:00:00.000Z,USDCAD,LONG,0.01483,2.667597,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.889199,0.3,0.9,true,0.075,,2,1,1,2022-01-11T15:51:00.000Z,-1.390442,0.122432,41CC9BC884D68F4969D0ADB49C35B86851E6312B4A0BAC29076EB6C6F3EA8BA9
2022-01-10T00:00:00.000Z|USDCHF,2022-01-10T00:00:00.000Z,USDCHF,SHORT,0.014805,3.195761,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,1.065254,0.3,0.9,true,0.075,,6,3,3,2022-01-13T09:30:00.000Z,-1.390442,0.117021,5C66276F08062BD4141ABFE5375032F4DC0784CAFC2AC49942CFF877A147DA88
2022-01-10T00:00:00.000Z|USDJPY,2022-01-10T00:00:00.000Z,USDJPY,SHORT,0.034044,4.684819,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,1.561606,0.3,0.9,true,0.075,,9,7,2,2022-01-11T15:05:00.000Z,-1.458613,1.390442,1A3A60D34A4EE432448BC3886BE4584966C357BCF39FBA4FB0E13BFC7A776232
2022-01-17T00:00:00.000Z|AUDCAD,2022-01-17T00:00:00.000Z,AUDCAD,LONG,0.003778,1.716293,1.020623,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.572098,0.3,0.9,true,0.075,,5,4,1,2022-01-17T15:46:00.000Z,-0.595448,-0.343608,C30991F38B01051FCF09106FCF56592F2CC37E8CA98864D67089B9B17D89715B
2022-01-17T00:00:00.000Z|AUDCHF,2022-01-17T00:00:00.000Z,AUDCHF,LONG,0.006829,2.55556,1.053591,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.851853,0.3,0.9,true,0.075,,5,3,2,2022-01-18T03:49:00.000Z,-1.134733,-0.343608,93A3D61FFF39DEB3B10B7BBE79BFC1BD1C12321153F2123E2E90DF8A4ADCF4D4
2022-01-17T00:00:00.000Z|AUDJPY,2022-01-17T00:00:00.000Z,AUDJPY,LONG,0.008509,1.648223,0.9465,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.549408,0.3,0.9,true,0.075,,1,0,1,2022-01-20T15:00:00.000Z,-1.15138,-0.343608,C9DB180E689B26931E4A527528AFF73AA27FD6D0C48DD37A4D5995F6A69CC7F8
2022-01-17T00:00:00.000Z|AUDNZD,2022-01-17T00:00:00.000Z,AUDNZD,SHORT,0.021092,3.070452,1.17629,low,0.6,true,expanded,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,1.023484,0.3,0.9,true,0.075,,6,0,6,2022-01-17T16:02:00.000Z,0.343608,-1.53156,8D87AC2734106F3265AA58D8A066BFF44BC6EC47B5A86C4E44F36BB3700946AD
2022-01-17T00:00:00.000Z|AUDUSD,2022-01-17T00:00:00.000Z,AUDUSD,SHORT,0.001651,1.697731,0.896992,low,0.6,true,compressed,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.56591,0.3,0.9,true,0.075,,0,0,0,,-0.319632,-0.343608,4644142EBAAFD385C187FC576383E9697AE0DF984055688BFC604473A5F121DF
2022-01-17T00:00:00.000Z|CADCHF,2022-01-17T00:00:00.000Z,CADCHF,LONG,0.004379,2.225154,0.987395,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.741718,0.3,0.9,true,0.075,,4,2,2,2022-01-17T15:46:00.000Z,-1.134733,-0.595448,EB6087CCA69F65FBC91A2A06403904E218BF03BA57E83CA9E5C99059CAE1F253
2022-01-17T00:00:00.000Z|CADJPY,2022-01-17T00:00:00.000Z,CADJPY,SHORT,0.006731,1.821156,0.969141,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.607052,0.3,0.9,true,0.075,,0,0,0,,-1.15138,-0.595448,6EAB2F227F12B060A8473608C1E9814305D8203E480A237B5418543C5BAEB966
2022-01-17T00:00:00.000Z|CHFJPY,2022-01-17T00:00:00.000Z,CHFJPY,LONG,0.003987,1.839803,1.012949,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.613268,0.3,0.9,true,0.075,,0,0,0,,-1.15138,-1.134733,5BA3D5877B25071E315DD0513D3AC9F2AD817A9F74FDE6E41F1E943CE3467879
2022-01-17T00:00:00.000Z|EURAUD,2022-01-17T00:00:00.000Z,EURAUD,LONG,0.00688,2.752375,1.215918,low,0.6,true,expanded,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.917458,0.3,0.9,true,0.075,,2,0,2,2022-01-21T15:24:00.000Z,-0.670055,0.343608,D085F78DB4223F5BFD05179A170C01E02683A812931956516ECB583A72D2180B
2022-01-17T00:00:00.000Z|EURCAD,2022-01-17T00:00:00.000Z,EURCAD,LONG,0.011296,2.66454,1.139722,low,0.6,true,expanded,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.88818,0.3,0.9,true,0.075,,7,4,3,2022-01-17T16:58:00.000Z,-0.670055,0.595448,1C9EA6495FAE6EF21F0D0B8FAED4D2966FA543A71B3B3EDAB7AF74C9C03F5B86
2022-01-17T00:00:00.000Z|EURCHF,2022-01-17T00:00:00.000Z,EURCHF,LONG,0.027728,2.31337,1.032292,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.771123,0.3,0.9,true,0.075,,5,2,3,2022-01-19T15:52:00.000Z,-1.134733,0.670055,C81FA269E44B79679011E2E649F88ADB41E082F32667CD714A0CE3882B5CEE5A
2022-01-17T00:00:00.000Z|EURGBP,2022-01-17T00:00:00.000Z,EURGBP,LONG,0.007919,2.401456,1.277036,low,0.6,true,expanded,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.800485,0.3,0.9,true,0.075,,2,1,1,2022-01-19T07:02:00.000Z,-0.670055,-1.343187,BA1B1978892E63EAA4A5F6C2BAFF6A9807413C010886410BDE53EFBF51E73DE0
2022-01-17T00:00:00.000Z|EURJPY,2022-01-17T00:00:00.000Z,EURJPY,LONG,0.021756,3.198813,1.132488,low,0.6,true,expanded,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,1.066271,0.3,0.9,true,0.075,,1,1,0,2022-01-21T08:01:00.000Z,-1.15138,0.670055,2A8F2487B86D47138E748B0AB862125E49CCCF8E1DB514862230B10C511E8D61
2022-01-17T00:00:00.000Z|EURNZD,2022-01-17T00:00:00.000Z,EURNZD,LONG,0.008667,2.530564,1.14872,low,0.6,true,expanded,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.843521,0.3,0.9,true,0.075,,5,5,0,2022-01-18T15:12:00.000Z,-0.670055,-1.53156,17ED571227B623299BE63E946683928CF1882C0736C367714CB0C8F48C3FB5CE
2022-01-17T00:00:00.000Z|EURUSD,2022-01-17T00:00:00.000Z,EURUSD,SHORT,0.012247,2.04119,0.932783,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.680397,0.3,0.9,true,0.075,,6,3,3,2022-01-17T13:00:00.000Z,-0.670055,0.319632,8351F08A66812858E9D69C8A9A0142AD1DC293F504A47DEA27450AEEDB1CCFAA
2022-01-17T00:00:00.000Z|GBPAUD,2022-01-17T00:00:00.000Z,GBPAUD,LONG,0.01305,2.066608,1.063225,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.688869,0.3,0.9,true,0.075,,2,1,1,2022-01-18T11:55:00.000Z,-1.343187,0.343608,70671BED39D1584E4ACFED0FB639AF61C977A41F962AF1B598575600DE3E31ED
2022-01-17T00:00:00.000Z|GBPCAD,2022-01-17T00:00:00.000Z,GBPCAD,LONG,0.018582,2.188582,1.11412,low,0.6,true,expanded,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.729527,0.3,0.9,true,0.075,,0,0,0,,-1.343187,0.595448,069B2304AA7E473AEA63BD8B64815B4267D8EDF75C894B13B982CA29B6DDA504
2022-01-17T00:00:00.000Z|GBPCHF,2022-01-17T00:00:00.000Z,GBPCHF,LONG,0.025457,2.566915,1.036844,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.855638,0.3,0.9,true,0.075,,5,2,3,2022-01-19T02:07:00.000Z,-1.343187,1.134733,A12184033543C1641DFB152364415D50F3363CF278C5ADB7088DF661549AD7D4
2022-01-17T00:00:00.000Z|GBPJPY,2022-01-17T00:00:00.000Z,GBPJPY,LONG,0.024852,2.619902,1.067882,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.873301,0.3,0.9,true,0.075,,1,1,0,2022-01-19T07:01:00.000Z,-1.343187,1.15138,FE83C6BE6F7C5AC29D2C38708D48012C3C1953F3228F2B3C46E2DB16D5B94C6A
2022-01-17T00:00:00.000Z|GBPNZD,2022-01-17T00:00:00.000Z,GBPNZD,LONG,0.003493,1.713612,0.978202,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.571204,0.3,0.9,true,0.075,,1,1,0,2022-01-18T15:12:00.000Z,-1.343187,-1.53156,D1BC695302FEFE2FC6999C819A8B5809D4D9F6B7C3E102C5A2D11FFC9BDB0448
2022-01-17T00:00:00.000Z|GBPUSD,2022-01-17T00:00:00.000Z,GBPUSD,LONG,0.018883,1.933801,0.926392,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.6446,0.3,0.9,true,0.075,,9,8,1,2022-01-18T13:02:00.000Z,-1.343187,0.319632,109F77B0CE8CA00DF6A97D2650C694A6058D2B2A6A5354DD9239B45FF917E626
2022-01-17T00:00:00.000Z|NZDCAD,2022-01-17T00:00:00.000Z,NZDCAD,SHORT,0.020558,2.407484,1.064955,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.802495,0.3,0.9,true,0.075,,0,0,0,,-1.53156,0.595448,C76B7B5302F4D7E2D80FB97356C271D2A3F2D4D39D77548ACE4D5868AFABBE3C
2022-01-17T00:00:00.000Z|NZDCHF,2022-01-17T00:00:00.000Z,NZDCHF,LONG,0.021344,3.173484,1.155189,low,0.6,true,expanded,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,1.057828,0.3,0.9,true,0.075,,4,0,4,2022-01-19T01:04:00.000Z,-1.53156,1.134733,A944E219C2963B132B868B9F9A38004371084F50C83C5BC7A6C90C58459913EB
2022-01-17T00:00:00.000Z|NZDJPY,2022-01-17T00:00:00.000Z,NZDJPY,LONG,0.021015,2.717229,1.082166,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.905743,0.3,0.9,true,0.075,,1,0,1,2022-01-18T03:41:00.000Z,-1.53156,1.15138,DE8E212B25ACAAA8E82B784152E6FD894A3FBAD57779A06E5E6BBC794B4ACB20
2022-01-17T00:00:00.000Z|NZDUSD,2022-01-17T00:00:00.000Z,NZDUSD,LONG,0.01538,1.898234,0.910404,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.632745,0.3,0.9,true,0.075,,2,2,0,2022-01-20T01:17:00.000Z,-1.53156,0.319632,D66D56112F13E28C68BA3AF0BD7C89610C573624C897C1E1DB469CBB06BDD201
2022-01-17T00:00:00.000Z|USDCAD,2022-01-17T00:00:00.000Z,USDCAD,LONG,0.001812,1.285482,0.870237,low,0.6,true,compressed,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.428494,0.3,0.9,true,0.075,,1,0,1,2022-01-21T14:46:00.000Z,-0.595448,-0.319632,8A0F2EB9D55E89817ADAEDDD94CB12EDF358F36F1F1DF87832F8513F6EC65541
2022-01-17T00:00:00.000Z|USDCHF,2022-01-17T00:00:00.000Z,USDCHF,LONG,0.007789,1.240038,0.845274,low,0.6,true,compressed,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.413346,0.3,0.9,true,0.075,,1,1,0,2022-01-21T14:50:00.000Z,-1.134733,-0.319632,4EFDFD6067E432AAC3F6DF981A4C1A912D721A4E9EC2A9767745A8B13E24B032
